ticket_id,scenario_id,ts,store_id,device,message,category
TKT_0000021,INC_001,2024-01-08T03:01:33+00:00,STORE_005,android,Customer enquiry — stock,stock
TKT_0000022,INC_001,2024-01-08T03:33:52+00:00,STORE_003,desktop,Customer enquiry — general,general
TKT_0000023,INC_001,2024-01-08T04:46:12+00:00,STORE_001,ios,Customer enquiry — general,general
TKT_0000024,INC_001,2024-01-08T04:11:15+00:00,STORE_001,android,Customer enquiry — returns,returns
TKT_0000025,INC_001,2024-01-08T04:10:33+00:00,STORE_004,android,Customer enquiry — returns,returns
TKT_0000026,INC_001,2024-01-08T04:16:06+00:00,STORE_004,android,Customer enquiry — returns,returns
TKT_0000027,INC_001,2024-01-08T04:28:20+00:00,STORE_001,ios,Customer enquiry — general,general
TKT_0000028,INC_001,2024-01-08T04:47:16+00:00,STORE_005,android,Customer enquiry — returns,returns
TKT_0000029,INC_001,2024-01-08T05:42:23+00:00,STORE_004,android,Customer enquiry — stock,stock
TKT_0000030,INC_001,2024-01-08T05:41:56+00:00,STORE_004,ios,Customer enquiry — stock,stock
TKT_0000031,INC_001,2024-01-08T05:09:36+00:00,STORE_002,desktop,Customer enquiry — general,general
TKT_0000032,INC_001,2024-01-08T05:03:43+00:00,STORE_005,android,Customer enquiry — returns,returns
TKT_0000033,INC_001,2024-01-08T05:14:54+00:00,STORE_003,desktop,Customer enquiry — stock,stock
TKT_0000034,INC_001,2024-01-08T05:51:08+00:00,STORE_003,desktop,Customer enquiry — stock,stock
TKT_0000035,INC_001,2024-01-08T06:57:10+00:00,STORE_005,android,Customer enquiry — returns,returns
TKT_0000036,INC_001,2024-01-08T06:14:07+00:00,STORE_004,ios,Customer enquiry — returns,returns
TKT_0000037,INC_001,2024-01-08T06:36:37+00:00,STORE_003,ios,Customer enquiry — general,general
TKT_0000038,INC_001,2024-01-08T06:55:32+00:00,STORE_005,ios,Customer enquiry — returns,returns
TKT_0000039,INC_001,2024-01-08T06:30:29+00:00,STORE_003,ios,Customer enquiry — stock,stock
TKT_0000040,INC_001,2024-01-08T06:13:35+00:00,STORE_005,desktop,Customer enquiry — stock,stock
TKT_0000041,INC_001,2024-01-08T07:23:25+00:00,STORE_001,desktop,Customer enquiry — general,general
TKT_0000042,INC_001,2024-01-08T07:54:53+00:00,STORE_003,ios,Customer enquiry — returns,returns
TKT_0000043,INC_001,2024-01-08T07:40:01+00:00,STORE_002,desktop,Customer enquiry — general,general
TKT_0000044,INC_001,2024-01-08T07:02:42+00:00,STORE_002,desktop,Customer enquiry — returns,returns
TKT_0000045,INC_001,2024-01-08T07:18:20+00:00,STORE_003,android,Customer enquiry — stock,stock
TKT_0000046,INC_001,2024-01-08T08:07:33+00:00,STORE_001,android,Customer enquiry — returns,returns
TKT_0000047,INC_001,2024-01-08T09:36:22+00:00,STORE_002,android,Customer enquiry — stock,stock
TKT_0000048,INC_001,2024-01-08T09:00:23+00:00,STORE_002,android,Customer enquiry — returns,returns
TKT_0000049,INC_001,2024-01-08T09:05:21+00:00,STORE_005,android,Customer enquiry — stock,stock
TKT_0000050,INC_001,2024-01-08T10:34:49+00:00,STORE_005,android,Customer enquiry — general,general
TKT_0000051,INC_001,2024-01-08T11:48:19+00:00,STORE_002,android,Customer enquiry — stock,stock
TKT_0000052,INC_001,2024-01-08T11:59:19+00:00,STORE_003,desktop,Customer enquiry — general,general
TKT_0000053,INC_001,2024-01-08T11:20:43+00:00,STORE_001,android,Customer enquiry — returns,returns
TKT_0000054,INC_001,2024-01-08T12:05:39+00:00,STORE_003,android,Customer enquiry — general,general
TKT_0000055,INC_001,2024-01-08T12:17:26+00:00,STORE_002,android,Customer enquiry — returns,returns
TKT_0000056,INC_001,2024-01-08T12:22:35+00:00,STORE_004,desktop,Customer enquiry — returns,returns
TKT_0000057,INC_001,2024-01-08T12:14:54+00:00,STORE_001,desktop,Customer enquiry — returns,returns
TKT_0000058,INC_001,2024-01-08T12:19:44+00:00,STORE_003,ios,Customer enquiry — returns,returns
TKT_0000059,INC_001,2024-01-08T13:43:17+00:00,STORE_005,android,Customer enquiry — general,general
TKT_0000060,INC_001,2024-01-08T13:42:28+00:00,STORE_002,android,Customer enquiry — stock,stock
TKT_0000061,INC_001,2024-01-08T13:17:04+00:00,STORE_004,ios,Customer enquiry — stock,stock
TKT_0000062,INC_001,2024-01-08T13:46:32+00:00,STORE_005,ios,Customer enquiry — general,general
TKT_0000063,INC_001,2024-01-08T13:10:04+00:00,STORE_002,ios,Customer enquiry — general,general
TKT_0000064,INC_001,2024-01-08T14:08:51+00:00,STORE_004,android,Customer enquiry — returns,returns
TKT_0000065,INC_001,2024-01-08T14:56:31+00:00,STORE_003,android,Customer enquiry — general,general
TKT_0000066,INC_001,2024-01-08T14:30:13+00:00,STORE_001,desktop,Customer enquiry — general,general
TKT_0000067,INC_001,2024-01-08T14:01:31+00:00,STORE_003,android,Customer enquiry — returns,returns
TKT_0000068,INC_001,2024-01-08T14:51:31+00:00,STORE_002,desktop,Customer enquiry — stock,stock
TKT_0000069,INC_001,2024-01-08T15:49:06+00:00,STORE_004,android,Customer enquiry — returns,returns
TKT_0000070,INC_001,2024-01-08T16:54:42+00:00,STORE_001,ios,Customer enquiry — general,general
TKT_0000071,INC_001,2024-01-08T16:01:52+00:00,STORE_001,android,Customer enquiry — stock,stock
TKT_0000072,INC_001,2024-01-08T16:32:01+00:00,STORE_004,ios,Customer enquiry — general,general
TKT_0000073,INC_001,2024-01-08T17:03:34+00:00,STORE_003,ios,Customer enquiry — returns,returns
TKT_0000074,INC_001,2024-01-08T17:59:51+00:00,STORE_004,ios,Customer enquiry — general,general
TKT_0000075,INC_001,2024-01-08T17:20:00+00:00,STORE_004,ios,Customer enquiry — returns,returns
TKT_0000076,INC_001,2024-01-08T17:27:18+00:00,STORE_003,desktop,Customer enquiry — stock,stock
TKT_0000077,INC_001,2024-01-08T18:46:09+00:00,STORE_005,desktop,Customer enquiry — general,general
TKT_0000078,INC_001,2024-01-08T18:55:57+00:00,STORE_003,desktop,Customer enquiry — stock,stock
TKT_0000079,INC_001,2024-01-08T18:42:47+00:00,STORE_001,ios,Customer enquiry — stock,stock
TKT_0000080,INC_001,2024-01-08T18:36:07+00:00,STORE_001,ios,Customer enquiry — returns,returns
TKT_0000081,INC_001,2024-01-08T18:26:35+00:00,STORE_004,android,Customer enquiry — stock,stock
TKT_0000082,INC_001,2024-01-08T18:26:36+00:00,STORE_002,android,Customer enquiry — general,general
TKT_0000083,INC_001,2024-01-08T18:11:06+00:00,STORE_004,desktop,Customer enquiry — stock,stock
TKT_0000084,INC_001,2024-01-08T18:48:20+00:00,STORE_002,desktop,Customer enquiry — general,general
TKT_0000085,INC_001,2024-01-08T18:49:17+00:00,STORE_005,desktop,Customer enquiry — general,general
TKT_0000086,INC_001,2024-01-08T18:02:18+00:00,STORE_004,desktop,Customer enquiry — returns,returns
TKT_0000087,INC_001,2024-01-08T18:22:50+00:00,STORE_005,ios,Customer enquiry — stock,stock
TKT_0000088,INC_001,2024-01-08T19:43:55+00:00,STORE_001,android,Customer enquiry — stock,stock
TKT_0000089,INC_001,2024-01-08T19:59:02+00:00,STORE_003,android,Customer enquiry — stock,stock
TKT_0000090,INC_001,2024-01-08T19:28:25+00:00,STORE_005,desktop,Customer enquiry — returns,returns
TKT_0000091,INC_001,2024-01-08T19:41:35+00:00,STORE_003,android,Customer enquiry — returns,returns
TKT_0000092,INC_001,2024-01-08T19:48:57+00:00,STORE_002,ios,Customer enquiry — stock,stock
TKT_0000093,INC_001,2024-01-08T19:44:53+00:00,STORE_001,desktop,Customer enquiry — stock,stock
TKT_0000094,INC_001,2024-01-08T20:02:56+00:00,STORE_003,ios,Customer enquiry — returns,returns
TKT_0000095,INC_001,2024-01-08T20:17:48+00:00,STORE_002,android,Customer enquiry — general,general
TKT_0000096,INC_001,2024-01-08T20:34:33+00:00,STORE_003,ios,Customer enquiry — returns,returns
TKT_0000097,INC_001,2024-01-08T20:32:51+00:00,STORE_005,ios,Customer enquiry — stock,stock
TKT_0000098,INC_001,2024-01-08T20:59:20+00:00,STORE_002,ios,Customer enquiry — returns,returns
TKT_0000099,INC_001,2024-01-08T20:19:23+00:00,STORE_002,android,Customer enquiry — general,general
TKT_0000100,INC_001,2024-01-08T20:26:17+00:00,STORE_003,android,Customer enquiry — returns,returns
TKT_0000101,INC_001,2024-01-08T21:43:00+00:00,STORE_005,android,Customer enquiry — returns,returns
TKT_0000102,INC_001,2024-01-08T21:43:42+00:00,STORE_002,android,Customer enquiry — general,general
TKT_0000103,INC_001,2024-01-08T21:03:57+00:00,STORE_003,android,Customer enquiry — returns,returns
TKT_0000104,INC_001,2024-01-08T21:23:03+00:00,STORE_004,desktop,Customer enquiry — returns,returns
TKT_0000105,INC_001,2024-01-08T22:23:14+00:00,STORE_002,ios,Customer enquiry — general,general
TKT_0000106,INC_001,2024-01-08T22:27:44+00:00,STORE_003,ios,Customer enquiry — returns,returns
TKT_0000107,INC_001,2024-01-08T22:48:58+00:00,STORE_005,desktop,Customer enquiry — stock,stock
TKT_0000108,INC_001,2024-01-08T22:38:15+00:00,STORE_003,desktop,Customer enquiry — returns,returns
TKT_0000109,INC_001,2024-01-08T23:44:22+00:00,STORE_001,ios,Customer enquiry — general,general
TKT_0000110,INC_001,2024-01-08T23:32:19+00:00,STORE_001,ios,Customer enquiry — general,general
TKT_0000111,INC_001,2024-01-08T23:44:29+00:00,STORE_003,android,Customer enquiry — stock,stock
TKT_0000112,INC_001,2024-01-08T23:09:21+00:00,STORE_001,android,Customer enquiry — stock,stock
TKT_0000113,INC_001,2024-01-08T23:08:32+00:00,STORE_001,ios,Customer enquiry — stock,stock
TKT_0000114,INC_001,2024-01-09T00:05:51+00:00,STORE_002,desktop,Customer enquiry — returns,returns
TKT_0000115,INC_001,2024-01-09T00:31:21+00:00,STORE_001,android,Customer enquiry — returns,returns
TKT_0000116,INC_001,2024-01-09T00:19:52+00:00,STORE_004,ios,Customer enquiry — returns,returns
TKT_0000117,INC_001,2024-01-09T00:07:01+00:00,STORE_002,android,Customer enquiry — general,general
TKT_0000118,INC_001,2024-01-09T01:04:46+00:00,STORE_004,android,Customer enquiry — general,general
TKT_0000119,INC_001,2024-01-09T01:17:09+00:00,STORE_001,desktop,Customer enquiry — stock,stock
TKT_0000120,INC_001,2024-01-09T01:01:08+00:00,STORE_001,desktop,Customer enquiry — returns,returns
TKT_0000121,INC_001,2024-01-09T01:34:17+00:00,STORE_002,android,Customer enquiry — general,general
TKT_0000122,INC_001,2024-01-09T01:06:06+00:00,STORE_004,ios,Customer enquiry — returns,returns
TKT_0000123,INC_001,2024-01-09T01:33:25+00:00,STORE_001,android,Customer enquiry — general,general
TKT_0000124,INC_001,2024-01-09T01:27:04+00:00,STORE_005,android,Customer enquiry — returns,returns
TKT_0000125,INC_001,2024-01-09T02:07:56+00:00,STORE_003,desktop,Customer enquiry — stock,stock
TKT_0000126,INC_001,2024-01-09T02:49:20+00:00,STORE_005,android,Customer enquiry — general,general
TKT_0000127,INC_001,2024-01-09T02:33:32+00:00,STORE_001,android,Customer enquiry — stock,stock
TKT_0000128,INC_001,2024-01-09T02:30:22+00:00,STORE_003,desktop,Customer enquiry — general,general
TKT_0000129,INC_001,2024-01-09T02:38:15+00:00,STORE_002,desktop,Customer enquiry — returns,returns
TKT_0000130,INC_001,2024-01-09T03:12:09+00:00,STORE_005,android,Customer enquiry — stock,stock
TKT_0000131,INC_001,2024-01-09T03:29:29+00:00,STORE_001,ios,Customer enquiry — general,general
TKT_0000132,INC_001,2024-01-09T03:20:08+00:00,STORE_004,android,Customer enquiry — returns,returns
TKT_0000133,INC_001,2024-01-09T03:43:24+00:00,STORE_003,ios,Customer enquiry — stock,stock
TKT_0000134,INC_001,2024-01-09T03:31:47+00:00,STORE_005,ios,Customer enquiry — stock,stock
TKT_0000135,INC_001,2024-01-09T03:43:03+00:00,STORE_001,ios,Customer enquiry — stock,stock
TKT_0000136,INC_001,2024-01-09T04:02:04+00:00,STORE_004,desktop,Customer enquiry — stock,stock
TKT_0000137,INC_001,2024-01-09T04:54:39+00:00,STORE_005,desktop,Customer enquiry — stock,stock
TKT_0000138,INC_001,2024-01-09T04:21:04+00:00,STORE_004,desktop,Customer enquiry — returns,returns
TKT_0000139,INC_001,2024-01-09T05:08:06+00:00,STORE_003,android,Customer enquiry — stock,stock
TKT_0000140,INC_001,2024-01-09T05:20:56+00:00,STORE_003,android,Customer enquiry — stock,stock
TKT_0000141,INC_001,2024-01-09T05:48:31+00:00,STORE_005,ios,Customer enquiry — returns,returns
TKT_0000142,INC_001,2024-01-09T05:07:02+00:00,STORE_003,android,Customer enquiry — general,general
TKT_0000143,INC_001,2024-01-09T05:52:19+00:00,STORE_001,ios,Customer enquiry — stock,stock
TKT_0000144,INC_001,2024-01-09T05:41:35+00:00,STORE_001,android,Customer enquiry — returns,returns
TKT_0000145,INC_001,2024-01-09T05:15:59+00:00,STORE_002,android,Customer enquiry — general,general
TKT_0000146,INC_001,2024-01-09T05:21:12+00:00,STORE_005,desktop,Customer enquiry — returns,returns
TKT_0000147,INC_001,2024-01-09T06:32:10+00:00,STORE_004,android,Customer enquiry — returns,returns
TKT_0000148,INC_001,2024-01-09T06:18:37+00:00,STORE_005,android,Customer enquiry — returns,returns
TKT_0000149,INC_001,2024-01-09T06:19:39+00:00,STORE_005,android,Customer enquiry — general,general
TKT_0000150,INC_001,2024-01-09T06:58:15+00:00,STORE_003,android,Customer enquiry — general,general
TKT_0000151,INC_001,2024-01-09T07:50:23+00:00,STORE_004,desktop,Customer enquiry — general,general
TKT_0000152,INC_001,2024-01-09T07:38:04+00:00,STORE_003,android,Customer enquiry — general,general
TKT_0000153,INC_001,2024-01-09T07:44:23+00:00,STORE_003,desktop,Customer enquiry — stock,stock
TKT_0000154,INC_001,2024-01-09T07:47:22+00:00,STORE_001,ios,Customer enquiry — general,general
TKT_0000155,INC_001,2024-01-09T07:43:41+00:00,STORE_005,ios,Customer enquiry — returns,returns
TKT_0000156,INC_001,2024-01-09T08:09:19+00:00,STORE_002,ios,Customer enquiry — returns,returns
TKT_0000157,INC_001,2024-01-09T08:05:12+00:00,STORE_003,desktop,Customer enquiry — stock,stock
TKT_0000158,INC_001,2024-01-09T08:36:38+00:00,STORE_002,android,Customer enquiry — stock,stock
TKT_0000159,INC_001,2024-01-09T09:06:21+00:00,STORE_002,ios,Customer enquiry — returns,returns
TKT_0000160,INC_001,2024-01-09T09:14:16+00:00,STORE_005,android,Customer enquiry — stock,stock
TKT_0000161,INC_001,2024-01-09T09:39:17+00:00,STORE_001,android,Customer enquiry — returns,returns
TKT_0000162,INC_001,2024-01-09T09:38:28+00:00,STORE_002,ios,Customer enquiry — returns,returns
TKT_0000163,INC_001,2024-01-09T09:57:39+00:00,STORE_002,android,Customer enquiry — general,general
TKT_0000164,INC_001,2024-01-09T09:16:49+00:00,STORE_004,desktop,Customer enquiry — general,general
TKT_0000165,INC_001,2024-01-09T09:19:40+00:00,STORE_002,android,Customer enquiry — returns,returns
TKT_0000166,INC_001,2024-01-09T10:59:25+00:00,STORE_001,android,Customer enquiry — stock,stock
TKT_0000167,INC_001,2024-01-09T10:18:07+00:00,STORE_002,android,Customer enquiry — returns,returns
TKT_0000168,INC_001,2024-01-09T10:09:13+00:00,STORE_001,desktop,Customer enquiry — general,general
TKT_0000169,INC_001,2024-01-09T11:47:12+00:00,STORE_002,android,Customer enquiry — returns,returns
TKT_0000170,INC_001,2024-01-09T11:17:16+00:00,STORE_002,android,Customer enquiry — stock,stock
TKT_0000171,INC_001,2024-01-09T11:07:26+00:00,STORE_003,ios,Customer enquiry — general,general
TKT_0000172,INC_001,2024-01-09T11:05:26+00:00,STORE_003,desktop,Customer enquiry — stock,stock
TKT_0000173,INC_001,2024-01-09T11:59:27+00:00,STORE_005,android,Customer enquiry — general,general
TKT_0000174,INC_001,2024-01-09T11:49:53+00:00,STORE_002,android,Customer enquiry — general,general
TKT_0000175,INC_001,2024-01-09T11:03:05+00:00,STORE_002,desktop,Customer enquiry — general,general
TKT_0000176,INC_001,2024-01-09T11:57:56+00:00,STORE_001,ios,Customer enquiry — returns,returns
TKT_0000177,INC_001,2024-01-09T12:50:04+00:00,STORE_001,android,Customer enquiry — general,general
TKT_0000178,INC_001,2024-01-09T12:22:16+00:00,STORE_001,desktop,Customer enquiry — stock,stock
TKT_0000179,INC_001,2024-01-09T12:33:20+00:00,STORE_001,android,Customer enquiry — returns,returns
TKT_0000180,INC_001,2024-01-09T13:12:12+00:00,STORE_005,desktop,Customer enquiry — general,general
TKT_0000181,INC_001,2024-01-09T13:55:58+00:00,STORE_005,android,Customer enquiry — returns,returns
TKT_0000182,INC_001,2024-01-09T13:08:02+00:00,STORE_003,desktop,Customer enquiry — general,general
TKT_0000183,INC_001,2024-01-09T13:16:30+00:00,STORE_005,android,Customer enquiry — returns,returns
TKT_0000184,INC_001,2024-01-09T13:44:00+00:00,STORE_001,android,Customer enquiry — returns,returns
TKT_0000185,INC_001,2024-01-09T13:56:53+00:00,STORE_002,desktop,Customer enquiry — stock,stock
TKT_0000186,INC_001,2024-01-09T14:58:25+00:00,STORE_004,ios,Customer enquiry — general,general
TKT_0000187,INC_001,2024-01-09T15:21:30+00:00,STORE_002,desktop,Customer enquiry — general,general
TKT_0000188,INC_001,2024-01-09T15:51:18+00:00,STORE_003,android,Customer enquiry — returns,returns
TKT_0000189,INC_001,2024-01-09T15:50:54+00:00,STORE_004,desktop,Customer enquiry — returns,returns
TKT_0000190,INC_001,2024-01-09T15:00:49+00:00,STORE_005,desktop,Customer enquiry — stock,stock
TKT_0000191,INC_001,2024-01-09T15:22:30+00:00,STORE_002,android,Customer enquiry — returns,returns
TKT_0000192,INC_001,2024-01-09T15:04:50+00:00,STORE_005,android,Customer enquiry — stock,stock
TKT_0000193,INC_001,2024-01-09T15:54:38+00:00,STORE_005,ios,Customer enquiry — returns,returns
TKT_0000194,INC_001,2024-01-09T15:43:22+00:00,STORE_002,ios,Customer enquiry — stock,stock
TKT_0000195,INC_001,2024-01-09T15:42:59+00:00,STORE_004,ios,Customer enquiry — returns,returns
TKT_0000196,INC_001,2024-01-09T16:37:21+00:00,STORE_005,android,Customer enquiry — stock,stock
TKT_0000197,INC_001,2024-01-09T16:32:40+00:00,STORE_002,ios,Customer enquiry — returns,returns
TKT_0000198,INC_001,2024-01-09T16:45:28+00:00,STORE_001,ios,Customer enquiry — general,general
TKT_0000199,INC_001,2024-01-09T16:00:15+00:00,STORE_005,desktop,Customer enquiry — general,general
TKT_0000200,INC_001,2024-01-09T16:46:49+00:00,STORE_003,android,Customer enquiry — stock,stock
TKT_0000201,INC_001,2024-01-09T16:56:37+00:00,STORE_005,ios,Customer enquiry — returns,returns
TKT_0000202,INC_001,2024-01-09T17:41:15+00:00,STORE_003,desktop,Customer enquiry — general,general
TKT_0000203,INC_001,2024-01-09T17:42:28+00:00,STORE_002,ios,Customer enquiry — general,general
TKT_0000204,INC_001,2024-01-09T17:21:42+00:00,STORE_004,ios,Customer enquiry — stock,stock
TKT_0000205,INC_001,2024-01-09T17:50:46+00:00,STORE_002,ios,Customer enquiry — stock,stock
TKT_0000206,INC_001,2024-01-09T17:23:04+00:00,STORE_005,ios,Customer enquiry — stock,stock
TKT_0000207,INC_001,2024-01-09T18:39:20+00:00,STORE_001,android,Customer enquiry — returns,returns
TKT_0000208,INC_001,2024-01-09T18:47:58+00:00,STORE_003,android,Customer enquiry — returns,returns
TKT_0000209,INC_001,2024-01-09T18:43:38+00:00,STORE_005,android,Customer enquiry — stock,stock
TKT_0000210,INC_001,2024-01-09T18:35:27+00:00,STORE_001,android,Customer enquiry — general,general
TKT_0000211,INC_001,2024-01-09T18:43:59+00:00,STORE_003,ios,Customer enquiry — stock,stock
TKT_0000212,INC_001,2024-01-09T18:36:27+00:00,STORE_001,android,Customer enquiry — returns,returns
TKT_0000213,INC_001,2024-01-09T19:15:43+00:00,STORE_005,ios,Customer enquiry — stock,stock
TKT_0000214,INC_001,2024-01-09T19:43:14+00:00,STORE_005,android,Customer enquiry — stock,stock
TKT_0000215,INC_001,2024-01-09T19:50:05+00:00,STORE_003,desktop,Customer enquiry — general,general
TKT_0000216,INC_001,2024-01-09T19:25:05+00:00,STORE_005,desktop,Customer enquiry — returns,returns
TKT_0000217,INC_001,2024-01-09T19:40:16+00:00,STORE_003,ios,Customer enquiry — general,general
TKT_0000218,INC_001,2024-01-09T19:45:46+00:00,STORE_005,desktop,Customer enquiry — stock,stock
TKT_0000219,INC_001,2024-01-09T19:52:30+00:00,STORE_004,desktop,Customer enquiry — general,general
TKT_0000220,INC_001,2024-01-09T19:41:14+00:00,STORE_005,ios,Customer enquiry — returns,returns
TKT_0000221,INC_001,2024-01-09T19:10:40+00:00,STORE_002,android,Customer enquiry — stock,stock
TKT_0000222,INC_001,2024-01-09T20:00:28+00:00,STORE_001,desktop,Customer enquiry — returns,returns
TKT_0000223,INC_001,2024-01-09T20:11:18+00:00,STORE_004,android,Customer enquiry — general,general
TKT_0000224,INC_001,2024-01-09T21:14:28+00:00,STORE_004,ios,Customer enquiry — stock,stock
TKT_0000225,INC_001,2024-01-09T21:56:52+00:00,STORE_002,android,Customer enquiry — general,general
TKT_0000226,INC_001,2024-01-09T21:25:12+00:00,STORE_004,desktop,Customer enquiry — general,general
TKT_0000227,INC_001,2024-01-09T21:33:48+00:00,STORE_004,ios,Customer enquiry — general,general
TKT_0000228,INC_001,2024-01-09T21:56:05+00:00,STORE_005,android,Customer enquiry — stock,stock
TKT_0000229,INC_001,2024-01-09T21:33:41+00:00,STORE_002,desktop,Customer enquiry — general,general
TKT_0000230,INC_001,2024-01-09T22:12:31+00:00,STORE_004,ios,Customer enquiry — returns,returns
TKT_0000231,INC_001,2024-01-09T22:58:59+00:00,STORE_002,android,Customer enquiry — returns,returns
TKT_0000232,INC_001,2024-01-09T22:27:06+00:00,STORE_002,ios,Customer enquiry — general,general
TKT_0000233,INC_001,2024-01-09T22:34:22+00:00,STORE_002,android,Customer enquiry — returns,returns
TKT_0000234,INC_001,2024-01-09T22:30:13+00:00,STORE_002,ios,Customer enquiry — stock,stock
TKT_0000235,INC_001,2024-01-09T23:15:34+00:00,STORE_002,ios,Customer enquiry — stock,stock
TKT_0000236,INC_001,2024-01-09T23:40:58+00:00,STORE_003,ios,Customer enquiry — stock,stock
TKT_0000237,INC_001,2024-01-09T23:56:22+00:00,STORE_001,desktop,Customer enquiry — general,general
TKT_0000238,INC_001,2024-01-09T23:57:24+00:00,STORE_002,desktop,Customer enquiry — returns,returns
TKT_0000239,INC_001,2024-01-09T23:17:13+00:00,STORE_001,ios,Customer enquiry — returns,returns
TKT_0000240,INC_001,2024-01-10T00:42:26+00:00,STORE_003,android,Customer enquiry — general,general
TKT_0000241,INC_001,2024-01-10T00:07:53+00:00,STORE_004,ios,Customer enquiry — general,general
TKT_0000242,INC_001,2024-01-10T01:33:56+00:00,STORE_001,ios,Customer enquiry — returns,returns
TKT_0000243,INC_001,2024-01-10T01:51:50+00:00,STORE_002,desktop,Customer enquiry — returns,returns
TKT_0000244,INC_001,2024-01-10T01:42:09+00:00,STORE_004,android,Customer enquiry — stock,stock
TKT_0000245,INC_001,2024-01-10T01:41:05+00:00,STORE_003,android,Customer enquiry — general,general
TKT_0000246,INC_001,2024-01-10T01:47:37+00:00,STORE_005,ios,Customer enquiry — general,general
TKT_0000247,INC_001,2024-01-10T01:56:24+00:00,STORE_001,ios,Customer enquiry — stock,stock
TKT_0000248,INC_001,2024-01-10T01:11:50+00:00,STORE_005,ios,Customer enquiry — returns,returns
TKT_0000249,INC_001,2024-01-10T01:16:12+00:00,STORE_005,desktop,Customer enquiry — stock,stock
TKT_0000250,INC_001,2024-01-10T02:44:25+00:00,STORE_001,android,Customer enquiry — returns,returns
TKT_0000251,INC_001,2024-01-10T02:55:23+00:00,STORE_005,android,Customer enquiry — general,general
TKT_0000252,INC_001,2024-01-10T02:50:56+00:00,STORE_004,ios,Customer enquiry — stock,stock
TKT_0000253,INC_001,2024-01-10T02:27:07+00:00,STORE_004,ios,Customer enquiry — stock,stock
TKT_0000254,INC_001,2024-01-10T02:48:06+00:00,STORE_002,ios,Customer enquiry — stock,stock
TKT_0000255,INC_001,2024-01-10T02:11:07+00:00,STORE_002,desktop,Customer enquiry — general,general
TKT_0000256,INC_001,2024-01-10T03:08:54+00:00,STORE_003,desktop,Customer enquiry — stock,stock
TKT_0000257,INC_001,2024-01-10T03:57:17+00:00,STORE_003,ios,Customer enquiry — returns,returns
TKT_0000258,INC_001,2024-01-10T03:05:44+00:00,STORE_001,android,Customer enquiry — stock,stock
TKT_0000259,INC_001,2024-01-10T03:32:01+00:00,STORE_005,ios,Customer enquiry — returns,returns
TKT_0000260,INC_001,2024-01-10T03:34:12+00:00,STORE_003,desktop,Customer enquiry — returns,returns
TKT_0000261,INC_001,2024-01-10T04:00:29+00:00,STORE_002,desktop,Customer enquiry — general,general
TKT_0000262,INC_001,2024-01-10T04:44:48+00:00,STORE_001,desktop,Customer enquiry — returns,returns
TKT_0000263,INC_001,2024-01-10T04:09:37+00:00,STORE_002,android,Customer enquiry — returns,returns
TKT_0000264,INC_001,2024-01-10T04:14:33+00:00,STORE_001,ios,Customer enquiry — stock,stock
TKT_0000265,INC_001,2024-01-10T04:10:09+00:00,STORE_001,android,Customer enquiry — returns,returns
TKT_0000266,INC_001,2024-01-10T05:54:56+00:00,STORE_002,android,Customer enquiry — general,general
