transaction_id,scenario_id,ts,store_id,device,channel,revenue,conversion,aov,_bucket_hour,_in_incident
TXN_0000024,INC_001,2024-01-08T00:54:11+00:00,STORE_003,desktop,web,117.23,True,117.23,2024-01-08T00:00:00+00:00,False
TXN_0000025,INC_001,2024-01-08T00:11:13+00:00,STORE_005,ios,app,0.0,False,79.32,2024-01-08T00:00:00+00:00,False
TXN_0000026,INC_001,2024-01-08T00:03:49+00:00,STORE_004,ios,web,116.94,True,116.94,2024-01-08T00:00:00+00:00,False
TXN_0000027,INC_001,2024-01-08T00:16:00+00:00,STORE_001,ios,app,132.02,True,132.02,2024-01-08T00:00:00+00:00,False
TXN_0000028,INC_001,2024-01-08T00:01:13+00:00,STORE_004,desktop,web,111.72,True,111.72,2024-01-08T00:00:00+00:00,False
TXN_0000029,INC_001,2024-01-08T00:51:24+00:00,STORE_005,android,app,89.75,True,89.75,2024-01-08T00:00:00+00:00,False
TXN_0000030,INC_001,2024-01-08T00:17:03+00:00,STORE_005,android,app,0.0,False,107.24,2024-01-08T00:00:00+00:00,False
TXN_0000031,INC_001,2024-01-08T00:21:31+00:00,STORE_003,android,app,100.46,True,100.46,2024-01-08T00:00:00+00:00,False
TXN_0000032,INC_001,2024-01-08T00:20:45+00:00,STORE_005,ios,web,0.0,False,105.06,2024-01-08T00:00:00+00:00,False
TXN_0000033,INC_001,2024-01-08T00:54:57+00:00,STORE_002,desktop,in-store,83.5,True,83.5,2024-01-08T00:00:00+00:00,False
TXN_0000034,INC_001,2024-01-08T00:55:02+00:00,STORE_002,desktop,web,111.2,True,111.2,2024-01-08T00:00:00+00:00,False
TXN_0000035,INC_001,2024-01-08T00:12:48+00:00,STORE_002,android,app,0.0,False,112.21,2024-01-08T00:00:00+00:00,False
TXN_0000036,INC_001,2024-01-08T00:10:13+00:00,STORE_002,android,app,113.18,True,113.18,2024-01-08T00:00:00+00:00,False
TXN_0000037,INC_001,2024-01-08T00:53:15+00:00,STORE_001,desktop,web,101.78,True,101.78,2024-01-08T00:00:00+00:00,False
TXN_0000038,INC_001,2024-01-08T00:55:51+00:00,STORE_003,android,app,117.43,True,117.43,2024-01-08T00:00:00+00:00,False
TXN_0000039,INC_001,2024-01-08T00:08:50+00:00,STORE_003,desktop,in-store,126.89,True,126.89,2024-01-08T00:00:00+00:00,False
TXN_0000040,INC_001,2024-01-08T00:20:52+00:00,STORE_003,android,app,79.01,True,79.01,2024-01-08T00:00:00+00:00,False
TXN_0000041,INC_001,2024-01-08T00:16:50+00:00,STORE_003,ios,app,129.51,True,129.51,2024-01-08T00:00:00+00:00,False
TXN_0000042,INC_001,2024-01-08T00:09:00+00:00,STORE_001,ios,app,116.08,True,116.08,2024-01-08T00:00:00+00:00,False
TXN_0000043,INC_001,2024-01-08T00:04:31+00:00,STORE_004,ios,app,0.0,False,100.81,2024-01-08T00:00:00+00:00,False
TXN_0000044,INC_001,2024-01-08T00:52:17+00:00,STORE_005,ios,app,85.87,True,85.87,2024-01-08T00:00:00+00:00,False
TXN_0000045,INC_001,2024-01-08T00:13:15+00:00,STORE_005,ios,app,0.0,False,132.76,2024-01-08T00:00:00+00:00,False
TXN_0000046,INC_001,2024-01-08T00:19:44+00:00,STORE_005,ios,app,0.0,False,137.02,2024-01-08T00:00:00+00:00,False
TXN_0000047,INC_001,2024-01-08T00:20:48+00:00,STORE_001,android,app,97.1,True,97.1,2024-01-08T00:00:00+00:00,False
TXN_0000048,INC_001,2024-01-08T00:33:53+00:00,STORE_005,ios,app,119.22,True,119.22,2024-01-08T00:00:00+00:00,False
TXN_0000049,INC_001,2024-01-08T00:52:09+00:00,STORE_001,desktop,web,115.33,True,115.33,2024-01-08T00:00:00+00:00,False
TXN_0000050,INC_001,2024-01-08T00:04:09+00:00,STORE_002,android,app,86.1,True,86.1,2024-01-08T00:00:00+00:00,False
TXN_0000051,INC_001,2024-01-08T00:35:43+00:00,STORE_003,ios,web,101.33,True,101.33,2024-01-08T00:00:00+00:00,False
TXN_0000052,INC_001,2024-01-08T00:35:36+00:00,STORE_004,android,app,131.7,True,131.7,2024-01-08T00:00:00+00:00,False
TXN_0000053,INC_001,2024-01-08T00:44:38+00:00,STORE_001,ios,app,117.82,True,117.82,2024-01-08T00:00:00+00:00,False
TXN_0000054,INC_001,2024-01-08T00:56:16+00:00,STORE_002,android,web,84.93,True,84.93,2024-01-08T00:00:00+00:00,False
TXN_0000055,INC_001,2024-01-08T00:40:22+00:00,STORE_001,ios,app,0.0,False,104.59,2024-01-08T00:00:00+00:00,False
TXN_0000056,INC_001,2024-01-08T00:46:36+00:00,STORE_004,ios,app,102.52,True,102.52,2024-01-08T00:00:00+00:00,False
TXN_0000057,INC_001,2024-01-08T00:38:26+00:00,STORE_002,ios,app,0.0,False,78.68,2024-01-08T00:00:00+00:00,False
TXN_0000058,INC_001,2024-01-08T00:34:41+00:00,STORE_001,android,app,0.0,False,101.51,2024-01-08T00:00:00+00:00,False
TXN_0000059,INC_001,2024-01-08T00:26:13+00:00,STORE_002,android,app,115.91,True,115.91,2024-01-08T00:00:00+00:00,False
TXN_0000060,INC_001,2024-01-08T00:58:23+00:00,STORE_002,ios,app,0.0,False,112.51,2024-01-08T00:00:00+00:00,False
TXN_0000061,INC_001,2024-01-08T00:37:13+00:00,STORE_003,desktop,web,0.0,False,95.69,2024-01-08T00:00:00+00:00,False
TXN_0000062,INC_001,2024-01-08T00:55:47+00:00,STORE_001,ios,app,0.0,False,91.05,2024-01-08T00:00:00+00:00,False
TXN_0000063,INC_001,2024-01-08T00:47:50+00:00,STORE_003,desktop,web,94.58,True,94.58,2024-01-08T00:00:00+00:00,False
TXN_0000064,INC_001,2024-01-08T00:51:04+00:00,STORE_004,ios,web,0.0,False,124.85,2024-01-08T00:00:00+00:00,False
TXN_0000065,INC_001,2024-01-08T00:21:47+00:00,STORE_004,android,app,94.82,True,94.82,2024-01-08T00:00:00+00:00,False
TXN_0000066,INC_001,2024-01-08T00:30:48+00:00,STORE_003,ios,app,0.0,False,120.68,2024-01-08T00:00:00+00:00,False
TXN_0000067,INC_001,2024-01-08T00:14:58+00:00,STORE_002,ios,app,110.34,True,110.34,2024-01-08T00:00:00+00:00,False
TXN_0000068,INC_001,2024-01-08T00:15:05+00:00,STORE_003,android,web,119.23,True,119.23,2024-01-08T00:00:00+00:00,False
TXN_0000069,INC_001,2024-01-08T00:46:13+00:00,STORE_003,android,app,80.05,True,80.05,2024-01-08T00:00:00+00:00,False
TXN_0000070,INC_001,2024-01-08T00:26:49+00:00,STORE_004,android,app,0.0,False,99.45,2024-01-08T00:00:00+00:00,False
TXN_0000071,INC_001,2024-01-08T00:13:45+00:00,STORE_001,android,app,98.07,True,98.07,2024-01-08T00:00:00+00:00,False
TXN_0000072,INC_001,2024-01-08T00:40:15+00:00,STORE_005,ios,app,0.0,False,114.65,2024-01-08T00:00:00+00:00,False
TXN_0000073,INC_001,2024-01-08T00:27:36+00:00,STORE_002,android,app,101.37,True,101.37,2024-01-08T00:00:00+00:00,False
TXN_0000074,INC_001,2024-01-08T00:43:24+00:00,STORE_003,desktop,web,0.0,False,107.36,2024-01-08T00:00:00+00:00,False
TXN_0000075,INC_001,2024-01-08T00:15:46+00:00,STORE_004,ios,app,111.25,True,111.25,2024-01-08T00:00:00+00:00,False
TXN_0000076,INC_001,2024-01-08T00:43:59+00:00,STORE_001,desktop,web,91.27,True,91.27,2024-01-08T00:00:00+00:00,False
TXN_0000077,INC_001,2024-01-08T00:57:39+00:00,STORE_003,android,web,83.4,True,83.4,2024-01-08T00:00:00+00:00,False
TXN_0000078,INC_001,2024-01-08T00:55:45+00:00,STORE_002,android,app,0.0,False,109.19,2024-01-08T00:00:00+00:00,False
TXN_0000079,INC_001,2024-01-08T00:38:13+00:00,STORE_002,desktop,in-store,97.62,True,97.62,2024-01-08T00:00:00+00:00,False
TXN_0000080,INC_001,2024-01-08T00:45:16+00:00,STORE_003,desktop,web,72.87,True,72.87,2024-01-08T00:00:00+00:00,False
TXN_0000081,INC_001,2024-01-08T00:50:34+00:00,STORE_001,desktop,web,0.0,False,73.29,2024-01-08T00:00:00+00:00,False
TXN_0000082,INC_001,2024-01-08T00:01:48+00:00,STORE_002,ios,app,0.0,False,126.8,2024-01-08T00:00:00+00:00,False
TXN_0000083,INC_001,2024-01-08T00:47:57+00:00,STORE_002,ios,app,0.0,False,110.2,2024-01-08T00:00:00+00:00,False
TXN_0000084,INC_001,2024-01-08T00:31:26+00:00,STORE_002,android,app,115.61,True,115.61,2024-01-08T00:00:00+00:00,False
TXN_0000085,INC_001,2024-01-08T00:48:32+00:00,STORE_001,android,app,120.56,True,120.56,2024-01-08T00:00:00+00:00,False
TXN_0000086,INC_001,2024-01-08T00:28:18+00:00,STORE_003,android,app,0.0,False,92.29,2024-01-08T00:00:00+00:00,False
TXN_0000087,INC_001,2024-01-08T00:59:38+00:00,STORE_003,ios,app,0.0,False,71.13,2024-01-08T00:00:00+00:00,False
TXN_0000088,INC_001,2024-01-08T00:42:27+00:00,STORE_004,ios,app,104.46,True,104.46,2024-01-08T00:00:00+00:00,False
TXN_0000089,INC_001,2024-01-08T00:44:28+00:00,STORE_001,ios,app,0.0,False,95.81,2024-01-08T00:00:00+00:00,False
TXN_0000090,INC_001,2024-01-08T00:23:20+00:00,STORE_005,ios,web,114.26,True,114.26,2024-01-08T00:00:00+00:00,False
TXN_0000091,INC_001,2024-01-08T00:27:31+00:00,STORE_001,ios,app,75.65,True,75.65,2024-01-08T00:00:00+00:00,False
TXN_0000092,INC_001,2024-01-08T00:16:28+00:00,STORE_002,ios,web,91.35,True,91.35,2024-01-08T00:00:00+00:00,False
TXN_0000093,INC_001,2024-01-08T00:18:41+00:00,STORE_004,ios,web,85.93,True,85.93,2024-01-08T00:00:00+00:00,False
TXN_0000094,INC_001,2024-01-08T00:00:49+00:00,STORE_003,android,app,104.13,True,104.13,2024-01-08T00:00:00+00:00,False
TXN_0000095,INC_001,2024-01-08T00:19:07+00:00,STORE_005,android,app,100.64,True,100.64,2024-01-08T00:00:00+00:00,False
TXN_0000096,INC_001,2024-01-08T00:24:58+00:00,STORE_003,android,app,124.77,True,124.77,2024-01-08T00:00:00+00:00,False
TXN_0000097,INC_001,2024-01-08T00:10:43+00:00,STORE_002,android,app,0.0,False,107.45,2024-01-08T00:00:00+00:00,False
TXN_0000098,INC_001,2024-01-08T00:25:14+00:00,STORE_003,desktop,web,114.75,True,114.75,2024-01-08T00:00:00+00:00,False
TXN_0000099,INC_001,2024-01-08T00:33:34+00:00,STORE_004,ios,app,109.49,True,109.49,2024-01-08T00:00:00+00:00,False
TXN_0000100,INC_001,2024-01-08T00:08:42+00:00,STORE_001,android,app,99.09,True,99.09,2024-01-08T00:00:00+00:00,False
TXN_0000101,INC_001,2024-01-08T00:47:49+00:00,STORE_005,ios,web,111.49,True,111.49,2024-01-08T00:00:00+00:00,False
TXN_0000102,INC_001,2024-01-08T00:22:47+00:00,STORE_002,desktop,web,105.75,True,105.75,2024-01-08T00:00:00+00:00,False
TXN_0000103,INC_001,2024-01-08T00:12:40+00:00,STORE_004,ios,web,0.0,False,102.18,2024-01-08T00:00:00+00:00,False
TXN_0000104,INC_001,2024-01-08T00:43:49+00:00,STORE_001,ios,app,105.93,True,105.93,2024-01-08T00:00:00+00:00,False
TXN_0000105,INC_001,2024-01-08T00:49:18+00:00,STORE_004,android,app,95.83,True,95.83,2024-01-08T00:00:00+00:00,False
TXN_0000106,INC_001,2024-01-08T00:15:45+00:00,STORE_002,android,app,102.61,True,102.61,2024-01-08T00:00:00+00:00,False
TXN_0000107,INC_001,2024-01-08T00:00:46+00:00,STORE_003,android,app,93.06,True,93.06,2024-01-08T00:00:00+00:00,False
TXN_0000108,INC_001,2024-01-08T00:14:31+00:00,STORE_004,android,app,0.0,False,76.97,2024-01-08T00:00:00+00:00,False
TXN_0000109,INC_001,2024-01-08T00:35:42+00:00,STORE_001,desktop,web,84.99,True,84.99,2024-01-08T00:00:00+00:00,False
TXN_0000110,INC_001,2024-01-08T00:18:52+00:00,STORE_004,android,web,0.0,False,88.94,2024-01-08T00:00:00+00:00,False
TXN_0000111,INC_001,2024-01-08T00:10:44+00:00,STORE_004,desktop,web,109.24,True,109.24,2024-01-08T00:00:00+00:00,False
TXN_0000112,INC_001,2024-01-08T00:17:01+00:00,STORE_001,android,app,110.16,True,110.16,2024-01-08T00:00:00+00:00,False
TXN_0000113,INC_001,2024-01-08T00:54:16+00:00,STORE_005,ios,app,0.0,False,95.04,2024-01-08T00:00:00+00:00,False
TXN_0000114,INC_001,2024-01-08T00:16:58+00:00,STORE_004,android,web,100.03,True,100.03,2024-01-08T00:00:00+00:00,False
TXN_0000115,INC_001,2024-01-08T00:26:11+00:00,STORE_005,desktop,web,0.0,False,98.68,2024-01-08T00:00:00+00:00,False
TXN_0000116,INC_001,2024-01-08T00:32:16+00:00,STORE_003,ios,app,0.0,False,99.3,2024-01-08T00:00:00+00:00,False
TXN_0000117,INC_001,2024-01-08T00:09:33+00:00,STORE_004,desktop,web,0.0,False,62.92,2024-01-08T00:00:00+00:00,False
TXN_0000118,INC_001,2024-01-08T00:44:36+00:00,STORE_003,ios,app,122.26,True,122.26,2024-01-08T00:00:00+00:00,False
TXN_0000119,INC_001,2024-01-08T00:13:17+00:00,STORE_004,android,app,90.06,True,90.06,2024-01-08T00:00:00+00:00,False
TXN_0000120,INC_001,2024-01-08T00:42:04+00:00,STORE_002,android,app,104.82,True,104.82,2024-01-08T00:00:00+00:00,False
TXN_0000121,INC_001,2024-01-08T00:48:34+00:00,STORE_002,ios,app,0.0,False,97.53,2024-01-08T00:00:00+00:00,False
TXN_0000122,INC_001,2024-01-08T00:43:24+00:00,STORE_002,android,app,112.29,True,112.29,2024-01-08T00:00:00+00:00,False
TXN_0000123,INC_001,2024-01-08T00:44:04+00:00,STORE_004,desktop,web,135.1,True,135.1,2024-01-08T00:00:00+00:00,False
TXN_0000124,INC_001,2024-01-08T00:11:00+00:00,STORE_005,desktop,web,0.0,False,86.08,2024-01-08T00:00:00+00:00,False
TXN_0000125,INC_001,2024-01-08T00:35:42+00:00,STORE_003,android,app,0.0,False,104.28,2024-01-08T00:00:00+00:00,False
TXN_0000126,INC_001,2024-01-08T00:23:31+00:00,STORE_003,ios,app,0.0,False,97.74,2024-01-08T00:00:00+00:00,False
TXN_0000127,INC_001,2024-01-08T00:24:47+00:00,STORE_005,android,web,95.54,True,95.54,2024-01-08T00:00:00+00:00,False
TXN_0000128,INC_001,2024-01-08T00:48:10+00:00,STORE_001,android,app,122.69,True,122.69,2024-01-08T00:00:00+00:00,False
TXN_0000129,INC_001,2024-01-08T00:11:18+00:00,STORE_004,ios,app,122.58,True,122.58,2024-01-08T00:00:00+00:00,False
TXN_0000130,INC_001,2024-01-08T00:52:55+00:00,STORE_005,android,app,116.54,True,116.54,2024-01-08T00:00:00+00:00,False
TXN_0000131,INC_001,2024-01-08T00:15:14+00:00,STORE_002,android,app,0.0,False,104.15,2024-01-08T00:00:00+00:00,False
TXN_0000132,INC_001,2024-01-08T00:31:23+00:00,STORE_002,ios,web,0.0,False,131.72,2024-01-08T00:00:00+00:00,False
TXN_0000133,INC_001,2024-01-08T00:17:50+00:00,STORE_003,desktop,web,111.21,True,111.21,2024-01-08T00:00:00+00:00,False
TXN_0000134,INC_001,2024-01-08T00:38:35+00:00,STORE_004,desktop,web,69.12,True,69.12,2024-01-08T00:00:00+00:00,False
TXN_0000135,INC_001,2024-01-08T00:48:06+00:00,STORE_002,desktop,web,104.52,True,104.52,2024-01-08T00:00:00+00:00,False
TXN_0000136,INC_001,2024-01-08T00:42:15+00:00,STORE_002,desktop,web,95.8,True,95.8,2024-01-08T00:00:00+00:00,False
TXN_0000137,INC_001,2024-01-08T00:23:42+00:00,STORE_001,desktop,web,0.0,False,133.93,2024-01-08T00:00:00+00:00,False
TXN_0000138,INC_001,2024-01-08T00:40:53+00:00,STORE_004,android,app,95.49,True,95.49,2024-01-08T00:00:00+00:00,False
TXN_0000139,INC_001,2024-01-08T00:26:40+00:00,STORE_001,ios,app,107.94,True,107.94,2024-01-08T00:00:00+00:00,False
TXN_0000140,INC_001,2024-01-08T00:38:09+00:00,STORE_004,android,app,0.0,False,92.7,2024-01-08T00:00:00+00:00,False
TXN_0000141,INC_001,2024-01-08T00:01:23+00:00,STORE_002,android,app,95.77,True,95.77,2024-01-08T00:00:00+00:00,False
TXN_0000142,INC_001,2024-01-08T00:00:11+00:00,STORE_005,ios,web,0.0,False,73.72,2024-01-08T00:00:00+00:00,False
TXN_0000143,INC_001,2024-01-08T00:19:03+00:00,STORE_004,android,app,0.0,False,104.56,2024-01-08T00:00:00+00:00,False
TXN_0000144,INC_001,2024-01-08T00:02:30+00:00,STORE_002,android,app,0.0,False,114.75,2024-01-08T00:00:00+00:00,False
TXN_0000145,INC_001,2024-01-08T00:47:26+00:00,STORE_004,android,web,102.65,True,102.65,2024-01-08T00:00:00+00:00,False
TXN_0000146,INC_001,2024-01-08T00:51:08+00:00,STORE_001,desktop,in-store,0.0,False,73.92,2024-01-08T00:00:00+00:00,False
TXN_0000147,INC_001,2024-01-08T00:37:11+00:00,STORE_005,desktop,web,87.95,True,87.95,2024-01-08T00:00:00+00:00,False
TXN_0000148,INC_001,2024-01-08T00:03:49+00:00,STORE_002,android,app,120.85,True,120.85,2024-01-08T00:00:00+00:00,False
TXN_0000149,INC_001,2024-01-08T00:14:07+00:00,STORE_002,android,app,106.77,True,106.77,2024-01-08T00:00:00+00:00,False
TXN_0000150,INC_001,2024-01-08T00:46:40+00:00,STORE_002,android,app,0.0,False,116.22,2024-01-08T00:00:00+00:00,False
TXN_0000151,INC_001,2024-01-08T00:34:31+00:00,STORE_003,desktop,in-store,0.0,False,92.46,2024-01-08T00:00:00+00:00,False
TXN_0000152,INC_001,2024-01-08T00:26:08+00:00,STORE_003,android,app,0.0,False,106.4,2024-01-08T00:00:00+00:00,False
TXN_0000153,INC_001,2024-01-08T00:15:25+00:00,STORE_004,android,app,143.93,True,143.93,2024-01-08T00:00:00+00:00,False
TXN_0000154,INC_001,2024-01-08T00:20:21+00:00,STORE_004,ios,app,0.0,False,82.15,2024-01-08T00:00:00+00:00,False
TXN_0000155,INC_001,2024-01-08T00:29:40+00:00,STORE_002,ios,web,120.99,True,120.99,2024-01-08T00:00:00+00:00,False
TXN_0000156,INC_001,2024-01-08T00:46:11+00:00,STORE_001,ios,app,106.82,True,106.82,2024-01-08T00:00:00+00:00,False
TXN_0000157,INC_001,2024-01-08T00:52:55+00:00,STORE_003,desktop,web,0.0,False,108.04,2024-01-08T00:00:00+00:00,False
TXN_0000158,INC_001,2024-01-08T00:41:20+00:00,STORE_004,android,app,105.69,True,105.69,2024-01-08T00:00:00+00:00,False
TXN_0000159,INC_001,2024-01-08T00:25:32+00:00,STORE_001,desktop,web,0.0,False,76.59,2024-01-08T00:00:00+00:00,False
TXN_0000160,INC_001,2024-01-08T00:04:32+00:00,STORE_005,ios,app,0.0,False,95.12,2024-01-08T00:00:00+00:00,False
TXN_0000161,INC_001,2024-01-08T00:36:00+00:00,STORE_003,desktop,web,0.0,False,99.57,2024-01-08T00:00:00+00:00,False
TXN_0000162,INC_001,2024-01-08T00:40:22+00:00,STORE_002,ios,app,115.14,True,115.14,2024-01-08T00:00:00+00:00,False
TXN_0000163,INC_001,2024-01-08T00:26:32+00:00,STORE_002,desktop,web,85.12,True,85.12,2024-01-08T00:00:00+00:00,False
TXN_0000164,INC_001,2024-01-08T00:21:12+00:00,STORE_003,android,app,92.58,True,92.58,2024-01-08T00:00:00+00:00,False
TXN_0000165,INC_001,2024-01-08T00:13:19+00:00,STORE_003,desktop,web,0.0,False,90.74,2024-01-08T00:00:00+00:00,False
TXN_0000166,INC_001,2024-01-08T00:55:47+00:00,STORE_001,ios,app,120.73,True,120.73,2024-01-08T00:00:00+00:00,False
TXN_0000167,INC_001,2024-01-08T00:46:32+00:00,STORE_004,android,app,0.0,False,108.6,2024-01-08T00:00:00+00:00,False
TXN_0000168,INC_001,2024-01-08T00:45:47+00:00,STORE_004,android,web,101.88,True,101.88,2024-01-08T00:00:00+00:00,False
TXN_0000169,INC_001,2024-01-08T00:11:32+00:00,STORE_003,ios,app,95.33,True,95.33,2024-01-08T00:00:00+00:00,False
TXN_0000170,INC_001,2024-01-08T00:50:15+00:00,STORE_004,android,app,120.19,True,120.19,2024-01-08T00:00:00+00:00,False
TXN_0000171,INC_001,2024-01-08T00:30:03+00:00,STORE_001,android,app,86.21,True,86.21,2024-01-08T00:00:00+00:00,False
TXN_0000172,INC_001,2024-01-08T00:11:33+00:00,STORE_003,ios,app,99.71,True,99.71,2024-01-08T00:00:00+00:00,False
TXN_0000173,INC_001,2024-01-08T00:11:36+00:00,STORE_003,desktop,web,93.91,True,93.91,2024-01-08T00:00:00+00:00,False
TXN_0000174,INC_001,2024-01-08T00:13:34+00:00,STORE_002,android,app,0.0,False,99.31,2024-01-08T00:00:00+00:00,False
TXN_0000175,INC_001,2024-01-08T00:52:48+00:00,STORE_004,ios,web,90.51,True,90.51,2024-01-08T00:00:00+00:00,False
TXN_0000176,INC_001,2024-01-08T00:45:56+00:00,STORE_004,android,app,97.43,True,97.43,2024-01-08T00:00:00+00:00,False
TXN_0000177,INC_001,2024-01-08T00:20:55+00:00,STORE_005,ios,web,96.48,True,96.48,2024-01-08T00:00:00+00:00,False
TXN_0000178,INC_001,2024-01-08T00:51:17+00:00,STORE_005,android,app,93.85,True,93.85,2024-01-08T00:00:00+00:00,False
TXN_0000179,INC_001,2024-01-08T00:14:07+00:00,STORE_004,desktop,web,79.95,True,79.95,2024-01-08T00:00:00+00:00,False
TXN_0000180,INC_001,2024-01-08T00:52:02+00:00,STORE_005,android,app,122.9,True,122.9,2024-01-08T00:00:00+00:00,False
TXN_0000181,INC_001,2024-01-08T00:33:01+00:00,STORE_004,ios,app,92.87,True,92.87,2024-01-08T00:00:00+00:00,False
TXN_0000182,INC_001,2024-01-08T00:37:28+00:00,STORE_004,android,app,131.54,True,131.54,2024-01-08T00:00:00+00:00,False
TXN_0000183,INC_001,2024-01-08T00:09:00+00:00,STORE_005,android,app,0.0,False,105.29,2024-01-08T00:00:00+00:00,False
TXN_0000184,INC_001,2024-01-08T00:11:34+00:00,STORE_003,ios,app,108.33,True,108.33,2024-01-08T00:00:00+00:00,False
TXN_0000185,INC_001,2024-01-08T00:18:59+00:00,STORE_004,ios,app,114.2,True,114.2,2024-01-08T00:00:00+00:00,False
TXN_0000186,INC_001,2024-01-08T00:17:58+00:00,STORE_001,desktop,web,76.03,True,76.03,2024-01-08T00:00:00+00:00,False
TXN_0000187,INC_001,2024-01-08T00:49:36+00:00,STORE_004,ios,app,138.23,True,138.23,2024-01-08T00:00:00+00:00,False
TXN_0000188,INC_001,2024-01-08T00:42:08+00:00,STORE_001,ios,web,79.59,True,79.59,2024-01-08T00:00:00+00:00,False
TXN_0000189,INC_001,2024-01-08T00:23:31+00:00,STORE_003,ios,app,0.0,False,118.16,2024-01-08T00:00:00+00:00,False
TXN_0000190,INC_001,2024-01-08T00:39:37+00:00,STORE_001,ios,app,109.74,True,109.74,2024-01-08T00:00:00+00:00,False
TXN_0000191,INC_001,2024-01-08T00:23:46+00:00,STORE_001,ios,app,0.0,False,92.86,2024-01-08T00:00:00+00:00,False
TXN_0000192,INC_001,2024-01-08T00:31:04+00:00,STORE_004,android,app,91.61,True,91.61,2024-01-08T00:00:00+00:00,False
TXN_0000193,INC_001,2024-01-08T00:39:02+00:00,STORE_004,ios,app,0.0,False,91.98,2024-01-08T00:00:00+00:00,False
TXN_0000194,INC_001,2024-01-08T00:39:34+00:00,STORE_005,desktop,web,0.0,False,113.8,2024-01-08T00:00:00+00:00,False
TXN_0000195,INC_001,2024-01-08T00:20:25+00:00,STORE_003,ios,app,92.22,True,92.22,2024-01-08T00:00:00+00:00,False
TXN_0000196,INC_001,2024-01-08T00:32:00+00:00,STORE_002,desktop,web,124.27,True,124.27,2024-01-08T00:00:00+00:00,False
TXN_0000197,INC_001,2024-01-08T00:31:59+00:00,STORE_004,android,web,119.67,True,119.67,2024-01-08T00:00:00+00:00,False
TXN_0000198,INC_001,2024-01-08T00:29:36+00:00,STORE_001,desktop,web,132.44,True,132.44,2024-01-08T00:00:00+00:00,False
