event_id,scenario_id,ts,sku_id,store_id,in_stock,fill_rate
INV_0000021,INC_001,2024-01-08T06:00:00+00:00,SKU_0005,STORE_001,True,0.9028
INV_0000022,INC_001,2024-01-08T06:00:00+00:00,SKU_0005,STORE_002,True,0.9596
INV_0000023,INC_001,2024-01-08T06:00:00+00:00,SKU_0005,STORE_003,True,0.9029
INV_0000024,INC_001,2024-01-08T06:00:00+00:00,SKU_0005,STORE_004,True,0.9236
INV_0000025,INC_001,2024-01-08T06:00:00+00:00,SKU_0005,STORE_005,True,0.963
INV_0000026,INC_001,2024-01-08T06:00:00+00:00,SKU_0006,STORE_001,True,0.9193
INV_0000027,INC_001,2024-01-08T06:00:00+00:00,SKU_0006,STORE_002,True,0.9401
INV_0000028,INC_001,2024-01-08T06:00:00+00:00,SKU_0006,STORE_003,True,0.934
INV_0000029,INC_001,2024-01-08T06:00:00+00:00,SKU_0006,STORE_004,True,0.9386
INV_0000030,INC_001,2024-01-08T06:00:00+00:00,SKU_0006,STORE_005,True,0.9699
INV_0000031,INC_001,2024-01-08T06:00:00+00:00,SKU_0007,STORE_001,True,0.948
INV_0000032,INC_001,2024-01-08T06:00:00+00:00,SKU_0007,STORE_002,True,0.9256
INV_0000033,INC_001,2024-01-08T06:00:00+00:00,SKU_0007,STORE_003,True,0.9511
INV_0000034,INC_001,2024-01-08T06:00:00+00:00,SKU_0007,STORE_004,True,0.9559
INV_0000035,INC_001,2024-01-08T06:00:00+00:00,SKU_0007,STORE_005,True,0.9148
INV_0000036,INC_001,2024-01-08T06:00:00+00:00,SKU_0008,STORE_001,True,0.9269
INV_0000037,INC_001,2024-01-08T06:00:00+00:00,SKU_0008,STORE_002,True,0.9587
INV_0000038,INC_001,2024-01-08T06:00:00+00:00,SKU_0008,STORE_003,True,0.9167
INV_0000039,INC_001,2024-01-08T06:00:00+00:00,SKU_0008,STORE_004,True,0.9261
INV_0000040,INC_001,2024-01-08T06:00:00+00:00,SKU_0008,STORE_005,True,0.9449
INV_0000041,INC_001,2024-01-08T06:00:00+00:00,SKU_0009,STORE_001,True,0.9485
INV_0000042,INC_001,2024-01-08T06:00:00+00:00,SKU_0009,STORE_002,True,0.9345
INV_0000043,INC_001,2024-01-08T06:00:00+00:00,SKU_0009,STORE_003,True,0.9076
INV_0000044,INC_001,2024-01-08T06:00:00+00:00,SKU_0009,STORE_004,True,0.9046
INV_0000045,INC_001,2024-01-08T06:00:00+00:00,SKU_0009,STORE_005,True,0.9688
INV_0000046,INC_001,2024-01-08T06:00:00+00:00,SKU_0010,STORE_001,True,0.94
INV_0000047,INC_001,2024-01-08T06:00:00+00:00,SKU_0010,STORE_002,True,0.9289
INV_0000048,INC_001,2024-01-08T06:00:00+00:00,SKU_0010,STORE_003,True,0.9595
INV_0000049,INC_001,2024-01-08T06:00:00+00:00,SKU_0010,STORE_004,True,0.9261
INV_0000050,INC_001,2024-01-08T06:00:00+00:00,SKU_0010,STORE_005,True,0.9322
INV_0000051,INC_001,2024-01-08T06:00:00+00:00,SKU_0011,STORE_001,True,0.977
INV_0000052,INC_001,2024-01-08T06:00:00+00:00,SKU_0011,STORE_002,True,0.9131
INV_0000053,INC_001,2024-01-08T06:00:00+00:00,SKU_0011,STORE_003,True,0.9583
INV_0000054,INC_001,2024-01-08T06:00:00+00:00,SKU_0011,STORE_004,True,0.9458
INV_0000055,INC_001,2024-01-08T06:00:00+00:00,SKU_0011,STORE_005,True,0.9625
INV_0000056,INC_001,2024-01-08T06:00:00+00:00,SKU_0012,STORE_001,True,0.9318
INV_0000057,INC_001,2024-01-08T06:00:00+00:00,SKU_0012,STORE_002,True,0.9434
INV_0000058,INC_001,2024-01-08T06:00:00+00:00,SKU_0012,STORE_003,True,0.9211
INV_0000059,INC_001,2024-01-08T06:00:00+00:00,SKU_0012,STORE_004,True,0.9202
INV_0000060,INC_001,2024-01-08T06:00:00+00:00,SKU_0012,STORE_005,True,0.9147
INV_0000061,INC_001,2024-01-08T06:00:00+00:00,SKU_0013,STORE_001,False,0.9143
INV_0000062,INC_001,2024-01-08T06:00:00+00:00,SKU_0013,STORE_002,True,0.9617
INV_0000063,INC_001,2024-01-08T06:00:00+00:00,SKU_0013,STORE_003,True,0.9318
INV_0000064,INC_001,2024-01-08T06:00:00+00:00,SKU_0013,STORE_004,True,0.9328
INV_0000065,INC_001,2024-01-08T06:00:00+00:00,SKU_0013,STORE_005,True,0.9207
INV_0000066,INC_001,2024-01-08T06:00:00+00:00,SKU_0014,STORE_001,True,0.9266
INV_0000067,INC_001,2024-01-08T06:00:00+00:00,SKU_0014,STORE_002,True,0.9655
INV_0000068,INC_001,2024-01-08T06:00:00+00:00,SKU_0014,STORE_003,True,0.9383
INV_0000069,INC_001,2024-01-08T06:00:00+00:00,SKU_0014,STORE_004,True,0.9476
INV_0000070,INC_001,2024-01-08T06:00:00+00:00,SKU_0014,STORE_005,True,0.9422
INV_0000071,INC_001,2024-01-08T06:00:00+00:00,SKU_0015,STORE_001,True,0.9724
INV_0000072,INC_001,2024-01-08T06:00:00+00:00,SKU_0015,STORE_002,True,0.9778
INV_0000073,INC_001,2024-01-08T06:00:00+00:00,SKU_0015,STORE_003,True,0.9322
INV_0000074,INC_001,2024-01-08T06:00:00+00:00,SKU_0015,STORE_004,False,0.9094
INV_0000075,INC_001,2024-01-08T06:00:00+00:00,SKU_0015,STORE_005,True,0.9631
INV_0000076,INC_001,2024-01-08T06:00:00+00:00,SKU_0016,STORE_001,True,0.8917
INV_0000077,INC_001,2024-01-08T06:00:00+00:00,SKU_0016,STORE_002,True,0.9347
INV_0000078,INC_001,2024-01-08T06:00:00+00:00,SKU_0016,STORE_003,True,0.958
INV_0000079,INC_001,2024-01-08T06:00:00+00:00,SKU_0016,STORE_004,True,0.942
INV_0000080,INC_001,2024-01-08T06:00:00+00:00,SKU_0016,STORE_005,True,0.9533
INV_0000081,INC_001,2024-01-08T06:00:00+00:00,SKU_0017,STORE_001,True,0.9467
INV_0000082,INC_001,2024-01-08T06:00:00+00:00,SKU_0017,STORE_002,True,0.9294
INV_0000083,INC_001,2024-01-08T06:00:00+00:00,SKU_0017,STORE_003,True,0.9388
INV_0000084,INC_001,2024-01-08T06:00:00+00:00,SKU_0017,STORE_004,False,0.924
INV_0000085,INC_001,2024-01-08T06:00:00+00:00,SKU_0017,STORE_005,True,0.9386
INV_0000086,INC_001,2024-01-08T06:00:00+00:00,SKU_0018,STORE_001,True,0.9302
INV_0000087,INC_001,2024-01-08T06:00:00+00:00,SKU_0018,STORE_002,True,0.9374
INV_0000088,INC_001,2024-01-08T06:00:00+00:00,SKU_0018,STORE_003,True,0.9221
INV_0000089,INC_001,2024-01-08T06:00:00+00:00,SKU_0018,STORE_004,True,0.9273
INV_0000090,INC_001,2024-01-08T06:00:00+00:00,SKU_0018,STORE_005,False,0.9658
INV_0000091,INC_001,2024-01-08T06:00:00+00:00,SKU_0019,STORE_001,True,0.9446
INV_0000092,INC_001,2024-01-08T06:00:00+00:00,SKU_0019,STORE_002,True,0.9408
INV_0000093,INC_001,2024-01-08T06:00:00+00:00,SKU_0019,STORE_003,True,0.9431
INV_0000094,INC_001,2024-01-08T06:00:00+00:00,SKU_0019,STORE_004,True,0.9644
INV_0000095,INC_001,2024-01-08T06:00:00+00:00,SKU_0019,STORE_005,True,0.9417
INV_0000096,INC_001,2024-01-08T06:00:00+00:00,SKU_0020,STORE_001,False,0.9294
INV_0000097,INC_001,2024-01-08T06:00:00+00:00,SKU_0020,STORE_002,True,0.9237
INV_0000098,INC_001,2024-01-08T06:00:00+00:00,SKU_0020,STORE_003,True,0.9331
INV_0000099,INC_001,2024-01-08T06:00:00+00:00,SKU_0020,STORE_004,True,0.9174
INV_0000100,INC_001,2024-01-08T06:00:00+00:00,SKU_0020,STORE_005,True,0.9603
INV_0000101,INC_001,2024-01-08T06:00:00+00:00,SKU_0021,STORE_001,True,0.9146
INV_0000102,INC_001,2024-01-08T06:00:00+00:00,SKU_0021,STORE_002,True,0.9029
INV_0000103,INC_001,2024-01-08T06:00:00+00:00,SKU_0021,STORE_003,True,0.9523
INV_0000104,INC_001,2024-01-08T06:00:00+00:00,SKU_0021,STORE_004,True,0.9182
INV_0000105,INC_001,2024-01-08T06:00:00+00:00,SKU_0021,STORE_005,True,0.9248
INV_0000106,INC_001,2024-01-08T06:00:00+00:00,SKU_0022,STORE_001,False,0.9418
INV_0000107,INC_001,2024-01-08T06:00:00+00:00,SKU_0022,STORE_002,False,0.93
INV_0000108,INC_001,2024-01-08T06:00:00+00:00,SKU_0022,STORE_003,True,0.9222
INV_0000109,INC_001,2024-01-08T06:00:00+00:00,SKU_0022,STORE_004,True,0.9194
INV_0000110,INC_001,2024-01-08T06:00:00+00:00,SKU_0022,STORE_005,True,0.9523
INV_0000111,INC_001,2024-01-08T06:00:00+00:00,SKU_0023,STORE_001,True,0.9624
INV_0000112,INC_001,2024-01-08T06:00:00+00:00,SKU_0023,STORE_002,True,0.9246
INV_0000113,INC_001,2024-01-08T06:00:00+00:00,SKU_0023,STORE_003,True,0.9129
INV_0000114,INC_001,2024-01-08T06:00:00+00:00,SKU_0023,STORE_004,True,0.9329
INV_0000115,INC_001,2024-01-08T06:00:00+00:00,SKU_0023,STORE_005,True,0.9352
INV_0000116,INC_001,2024-01-08T06:00:00+00:00,SKU_0024,STORE_001,True,0.9346
INV_0000117,INC_001,2024-01-08T06:00:00+00:00,SKU_0024,STORE_002,True,0.9493
INV_0000118,INC_001,2024-01-08T06:00:00+00:00,SKU_0024,STORE_003,False,0.9351
INV_0000119,INC_001,2024-01-08T06:00:00+00:00,SKU_0024,STORE_004,True,0.9388
INV_0000120,INC_001,2024-01-08T06:00:00+00:00,SKU_0024,STORE_005,True,0.9397
INV_0000121,INC_001,2024-01-08T06:00:00+00:00,SKU_0025,STORE_001,True,0.9026
INV_0000122,INC_001,2024-01-08T06:00:00+00:00,SKU_0025,STORE_002,False,0.9309
INV_0000123,INC_001,2024-01-08T06:00:00+00:00,SKU_0025,STORE_003,True,0.973
INV_0000124,INC_001,2024-01-08T06:00:00+00:00,SKU_0025,STORE_004,True,0.9299
INV_0000125,INC_001,2024-01-08T06:00:00+00:00,SKU_0025,STORE_005,True,0.9391
INV_0000126,INC_001,2024-01-08T06:00:00+00:00,SKU_0026,STORE_001,True,0.9419
INV_0000127,INC_001,2024-01-08T06:00:00+00:00,SKU_0026,STORE_002,True,0.9185
INV_0000128,INC_001,2024-01-08T06:00:00+00:00,SKU_0026,STORE_003,True,0.9469
INV_0000129,INC_001,2024-01-08T06:00:00+00:00,SKU_0026,STORE_004,True,0.8834
INV_0000130,INC_001,2024-01-08T06:00:00+00:00,SKU_0026,STORE_005,True,0.9364
INV_0000131,INC_001,2024-01-08T06:00:00+00:00,SKU_0027,STORE_001,True,0.9487
INV_0000132,INC_001,2024-01-08T06:00:00+00:00,SKU_0027,STORE_002,True,0.8971
INV_0000133,INC_001,2024-01-08T06:00:00+00:00,SKU_0027,STORE_003,True,0.9432
INV_0000134,INC_001,2024-01-08T06:00:00+00:00,SKU_0027,STORE_004,True,0.9395
INV_0000135,INC_001,2024-01-08T06:00:00+00:00,SKU_0027,STORE_005,True,0.949
INV_0000136,INC_001,2024-01-08T06:00:00+00:00,SKU_0028,STORE_001,True,0.9048
INV_0000137,INC_001,2024-01-08T06:00:00+00:00,SKU_0028,STORE_002,True,0.9349
INV_0000138,INC_001,2024-01-08T06:00:00+00:00,SKU_0028,STORE_003,True,0.9185
INV_0000139,INC_001,2024-01-08T06:00:00+00:00,SKU_0028,STORE_004,True,0.9304
INV_0000140,INC_001,2024-01-08T06:00:00+00:00,SKU_0028,STORE_005,True,0.9466
INV_0000141,INC_001,2024-01-08T06:00:00+00:00,SKU_0029,STORE_001,False,0.9463
INV_0000142,INC_001,2024-01-08T06:00:00+00:00,SKU_0029,STORE_002,True,0.9334
INV_0000143,INC_001,2024-01-08T06:00:00+00:00,SKU_0029,STORE_003,False,0.9419
INV_0000144,INC_001,2024-01-08T06:00:00+00:00,SKU_0029,STORE_004,True,0.9892
INV_0000145,INC_001,2024-01-08T06:00:00+00:00,SKU_0029,STORE_005,True,0.9456
INV_0000146,INC_001,2024-01-08T06:00:00+00:00,SKU_0030,STORE_001,True,0.9298
INV_0000147,INC_001,2024-01-08T06:00:00+00:00,SKU_0030,STORE_002,False,0.8824
INV_0000148,INC_001,2024-01-08T06:00:00+00:00,SKU_0030,STORE_003,True,0.9263
INV_0000149,INC_001,2024-01-08T06:00:00+00:00,SKU_0030,STORE_004,True,0.9395
INV_0000150,INC_001,2024-01-08T06:00:00+00:00,SKU_0030,STORE_005,True,0.9372
INV_0000151,INC_001,2024-01-08T06:00:00+00:00,SKU_0031,STORE_001,True,0.9348
INV_0000152,INC_001,2024-01-08T06:00:00+00:00,SKU_0031,STORE_002,True,0.9435
INV_0000153,INC_001,2024-01-08T06:00:00+00:00,SKU_0031,STORE_003,True,0.9373
INV_0000154,INC_001,2024-01-08T06:00:00+00:00,SKU_0031,STORE_004,True,0.9395
INV_0000155,INC_001,2024-01-08T06:00:00+00:00,SKU_0031,STORE_005,True,0.9402
INV_0000156,INC_001,2024-01-08T06:00:00+00:00,SKU_0032,STORE_001,True,0.9237
INV_0000157,INC_001,2024-01-08T06:00:00+00:00,SKU_0032,STORE_002,True,0.9289
INV_0000158,INC_001,2024-01-08T06:00:00+00:00,SKU_0032,STORE_003,True,0.9475
INV_0000159,INC_001,2024-01-08T06:00:00+00:00,SKU_0032,STORE_004,True,0.9517
INV_0000160,INC_001,2024-01-08T06:00:00+00:00,SKU_0032,STORE_005,True,0.9488
INV_0000161,INC_001,2024-01-08T06:00:00+00:00,SKU_0033,STORE_001,True,0.9425
INV_0000162,INC_001,2024-01-08T06:00:00+00:00,SKU_0033,STORE_002,True,0.9149
INV_0000163,INC_001,2024-01-08T06:00:00+00:00,SKU_0033,STORE_003,True,0.9273
INV_0000164,INC_001,2024-01-08T06:00:00+00:00,SKU_0033,STORE_004,True,0.9343
INV_0000165,INC_001,2024-01-08T06:00:00+00:00,SKU_0033,STORE_005,True,0.9082
INV_0000166,INC_001,2024-01-08T06:00:00+00:00,SKU_0034,STORE_001,True,0.9563
INV_0000167,INC_001,2024-01-08T06:00:00+00:00,SKU_0034,STORE_002,True,0.9406
INV_0000168,INC_001,2024-01-08T06:00:00+00:00,SKU_0034,STORE_003,True,0.9303
INV_0000169,INC_001,2024-01-08T06:00:00+00:00,SKU_0034,STORE_004,True,0.9697
INV_0000170,INC_001,2024-01-08T06:00:00+00:00,SKU_0034,STORE_005,True,0.9175
INV_0000171,INC_001,2024-01-08T06:00:00+00:00,SKU_0035,STORE_001,True,0.9576
INV_0000172,INC_001,2024-01-08T06:00:00+00:00,SKU_0035,STORE_002,True,0.9561
INV_0000173,INC_001,2024-01-08T06:00:00+00:00,SKU_0035,STORE_003,True,0.9812
INV_0000174,INC_001,2024-01-08T06:00:00+00:00,SKU_0035,STORE_004,True,0.9198
INV_0000175,INC_001,2024-01-08T06:00:00+00:00,SKU_0035,STORE_005,True,0.9048
INV_0000176,INC_001,2024-01-08T06:00:00+00:00,SKU_0036,STORE_001,True,0.9144
INV_0000177,INC_001,2024-01-08T06:00:00+00:00,SKU_0036,STORE_002,True,0.9734
INV_0000178,INC_001,2024-01-08T06:00:00+00:00,SKU_0036,STORE_003,True,0.9583
INV_0000179,INC_001,2024-01-08T06:00:00+00:00,SKU_0036,STORE_004,True,0.9519
INV_0000180,INC_001,2024-01-08T06:00:00+00:00,SKU_0036,STORE_005,True,0.9884
INV_0000181,INC_001,2024-01-08T06:00:00+00:00,SKU_0037,STORE_001,True,0.9291
INV_0000182,INC_001,2024-01-08T06:00:00+00:00,SKU_0037,STORE_002,True,0.9003
INV_0000183,INC_001,2024-01-08T06:00:00+00:00,SKU_0037,STORE_003,True,0.9785
INV_0000184,INC_001,2024-01-08T06:00:00+00:00,SKU_0037,STORE_004,True,0.9564
INV_0000185,INC_001,2024-01-08T06:00:00+00:00,SKU_0037,STORE_005,True,0.9519
INV_0000186,INC_001,2024-01-08T06:00:00+00:00,SKU_0038,STORE_001,True,0.958
INV_0000187,INC_001,2024-01-08T06:00:00+00:00,SKU_0038,STORE_002,True,0.9328
INV_0000188,INC_001,2024-01-08T06:00:00+00:00,SKU_0038,STORE_003,True,0.9542
INV_0000189,INC_001,2024-01-08T06:00:00+00:00,SKU_0038,STORE_004,False,0.9795
INV_0000190,INC_001,2024-01-08T06:00:00+00:00,SKU_0038,STORE_005,True,0.9326
INV_0000191,INC_001,2024-01-08T06:00:00+00:00,SKU_0039,STORE_001,True,0.9817
INV_0000192,INC_001,2024-01-08T06:00:00+00:00,SKU_0039,STORE_002,True,0.9345
INV_0000193,INC_001,2024-01-08T06:00:00+00:00,SKU_0039,STORE_003,True,0.9391
INV_0000194,INC_001,2024-01-08T06:00:00+00:00,SKU_0039,STORE_004,True,0.9394
INV_0000195,INC_001,2024-01-08T06:00:00+00:00,SKU_0039,STORE_005,True,0.9499
INV_0000196,INC_001,2024-01-08T06:00:00+00:00,SKU_0040,STORE_001,True,0.9185
INV_0000197,INC_001,2024-01-08T06:00:00+00:00,SKU_0040,STORE_002,True,0.9157
INV_0000198,INC_001,2024-01-08T06:00:00+00:00,SKU_0040,STORE_003,True,0.9256
INV_0000199,INC_001,2024-01-08T06:00:00+00:00,SKU_0040,STORE_004,True,0.9487
INV_0000200,INC_001,2024-01-08T06:00:00+00:00,SKU_0040,STORE_005,True,0.9201
INV_0000201,INC_001,2024-01-08T06:00:00+00:00,SKU_0041,STORE_001,True,0.9378
INV_0000202,INC_001,2024-01-08T06:00:00+00:00,SKU_0041,STORE_002,True,0.9524
INV_0000203,INC_001,2024-01-08T06:00:00+00:00,SKU_0041,STORE_003,True,0.9507
INV_0000204,INC_001,2024-01-08T06:00:00+00:00,SKU_0041,STORE_004,True,0.9276
INV_0000205,INC_001,2024-01-08T06:00:00+00:00,SKU_0041,STORE_005,True,0.9593
INV_0000206,INC_001,2024-01-08T06:00:00+00:00,SKU_0042,STORE_001,True,0.9576
INV_0000207,INC_001,2024-01-08T06:00:00+00:00,SKU_0042,STORE_002,True,0.9035
INV_0000208,INC_001,2024-01-08T06:00:00+00:00,SKU_0042,STORE_003,True,0.9507
INV_0000209,INC_001,2024-01-08T06:00:00+00:00,SKU_0042,STORE_004,True,0.9159
INV_0000210,INC_001,2024-01-08T06:00:00+00:00,SKU_0042,STORE_005,True,0.9553
INV_0000211,INC_001,2024-01-08T06:00:00+00:00,SKU_0043,STORE_001,True,0.902
INV_0000212,INC_001,2024-01-08T06:00:00+00:00,SKU_0043,STORE_002,True,0.9413
INV_0000213,INC_001,2024-01-08T06:00:00+00:00,SKU_0043,STORE_003,True,0.922
INV_0000214,INC_001,2024-01-08T06:00:00+00:00,SKU_0043,STORE_004,True,0.9424
INV_0000215,INC_001,2024-01-08T06:00:00+00:00,SKU_0043,STORE_005,True,0.939
INV_0000216,INC_001,2024-01-08T06:00:00+00:00,SKU_0044,STORE_001,True,0.9256
INV_0000217,INC_001,2024-01-08T06:00:00+00:00,SKU_0044,STORE_002,True,1.0
INV_0000218,INC_001,2024-01-08T06:00:00+00:00,SKU_0044,STORE_003,True,0.9785
INV_0000219,INC_001,2024-01-08T06:00:00+00:00,SKU_0044,STORE_004,True,0.9813
INV_0000220,INC_001,2024-01-08T06:00:00+00:00,SKU_0044,STORE_005,True,0.93
INV_0000221,INC_001,2024-01-08T06:00:00+00:00,SKU_0045,STORE_001,True,0.9523
INV_0000222,INC_001,2024-01-08T06:00:00+00:00,SKU_0045,STORE_002,True,0.9679
INV_0000223,INC_001,2024-01-08T06:00:00+00:00,SKU_0045,STORE_003,True,0.9197
INV_0000224,INC_001,2024-01-08T06:00:00+00:00,SKU_0045,STORE_004,True,0.9635
INV_0000225,INC_001,2024-01-08T06:00:00+00:00,SKU_0045,STORE_005,True,0.9194
INV_0000226,INC_001,2024-01-08T06:00:00+00:00,SKU_0046,STORE_001,True,0.9238
INV_0000227,INC_001,2024-01-08T06:00:00+00:00,SKU_0046,STORE_002,True,0.9451
INV_0000228,INC_001,2024-01-08T06:00:00+00:00,SKU_0046,STORE_003,True,0.9671
INV_0000229,INC_001,2024-01-08T06:00:00+00:00,SKU_0046,STORE_004,True,0.9581
INV_0000230,INC_001,2024-01-08T06:00:00+00:00,SKU_0046,STORE_005,True,0.9412
INV_0000231,INC_001,2024-01-08T06:00:00+00:00,SKU_0047,STORE_001,True,0.9102
INV_0000232,INC_001,2024-01-08T06:00:00+00:00,SKU_0047,STORE_002,True,0.9234
INV_0000233,INC_001,2024-01-08T06:00:00+00:00,SKU_0047,STORE_003,True,0.9413
INV_0000234,INC_001,2024-01-08T06:00:00+00:00,SKU_0047,STORE_004,True,0.957
INV_0000235,INC_001,2024-01-08T06:00:00+00:00,SKU_0047,STORE_005,True,0.9211
INV_0000236,INC_001,2024-01-08T06:00:00+00:00,SKU_0048,STORE_001,True,0.962
INV_0000237,INC_001,2024-01-08T06:00:00+00:00,SKU_0048,STORE_002,True,0.9285
INV_0000238,INC_001,2024-01-08T06:00:00+00:00,SKU_0048,STORE_003,True,0.982
INV_0000239,INC_001,2024-01-08T06:00:00+00:00,SKU_0048,STORE_004,True,0.9444
INV_0000240,INC_001,2024-01-08T06:00:00+00:00,SKU_0048,STORE_005,True,0.9257
INV_0000241,INC_001,2024-01-08T06:00:00+00:00,SKU_0049,STORE_001,True,0.947
INV_0000242,INC_001,2024-01-08T06:00:00+00:00,SKU_0049,STORE_002,True,0.9541
INV_0000243,INC_001,2024-01-08T06:00:00+00:00,SKU_0049,STORE_003,True,0.9391
INV_0000244,INC_001,2024-01-08T06:00:00+00:00,SKU_0049,STORE_004,False,0.935
INV_0000245,INC_001,2024-01-08T06:00:00+00:00,SKU_0049,STORE_005,True,0.9036
INV_0000246,INC_001,2024-01-08T06:00:00+00:00,SKU_0050,STORE_001,True,0.9413
INV_0000247,INC_001,2024-01-08T06:00:00+00:00,SKU_0050,STORE_002,True,0.925
INV_0000248,INC_001,2024-01-08T06:00:00+00:00,SKU_0050,STORE_003,True,0.9035
INV_0000249,INC_001,2024-01-08T06:00:00+00:00,SKU_0050,STORE_004,True,0.9457
INV_0000250,INC_001,2024-01-08T06:00:00+00:00,SKU_0050,STORE_005,True,0.9013
INV_0000251,INC_001,2024-01-09T06:00:00+00:00,SKU_0001,STORE_001,True,0.949
INV_0000252,INC_001,2024-01-09T06:00:00+00:00,SKU_0001,STORE_002,True,0.935
INV_0000253,INC_001,2024-01-09T06:00:00+00:00,SKU_0001,STORE_003,True,0.8856
INV_0000254,INC_001,2024-01-09T06:00:00+00:00,SKU_0001,STORE_004,True,0.9481
INV_0000255,INC_001,2024-01-09T06:00:00+00:00,SKU_0001,STORE_005,True,0.9697
INV_0000256,INC_001,2024-01-09T06:00:00+00:00,SKU_0002,STORE_001,True,0.9118
INV_0000257,INC_001,2024-01-09T06:00:00+00:00,SKU_0002,STORE_002,True,0.9558
INV_0000258,INC_001,2024-01-09T06:00:00+00:00,SKU_0002,STORE_003,True,0.955
INV_0000259,INC_001,2024-01-09T06:00:00+00:00,SKU_0002,STORE_004,True,0.9432
INV_0000260,INC_001,2024-01-09T06:00:00+00:00,SKU_0002,STORE_005,True,0.9535
INV_0000261,INC_001,2024-01-09T06:00:00+00:00,SKU_0003,STORE_001,True,0.92
INV_0000262,INC_001,2024-01-09T06:00:00+00:00,SKU_0003,STORE_002,True,0.9338
INV_0000263,INC_001,2024-01-09T06:00:00+00:00,SKU_0003,STORE_003,True,0.9269
INV_0000264,INC_001,2024-01-09T06:00:00+00:00,SKU_0003,STORE_004,True,0.9619
INV_0000265,INC_001,2024-01-09T06:00:00+00:00,SKU_0003,STORE_005,True,0.9447
INV_0000266,INC_001,2024-01-09T06:00:00+00:00,SKU_0004,STORE_001,True,0.9792
INV_0000267,INC_001,2024-01-09T06:00:00+00:00,SKU_0004,STORE_002,True,0.9281
INV_0000268,INC_001,2024-01-09T06:00:00+00:00,SKU_0004,STORE_003,True,0.9316
INV_0000269,INC_001,2024-01-09T06:00:00+00:00,SKU_0004,STORE_004,True,0.9532
INV_0000270,INC_001,2024-01-09T06:00:00+00:00,SKU_0004,STORE_005,True,0.9408
INV_0000271,INC_001,2024-01-09T06:00:00+00:00,SKU_0005,STORE_001,True,0.9412
INV_0000272,INC_001,2024-01-09T06:00:00+00:00,SKU_0005,STORE_002,True,0.9393
INV_0000273,INC_001,2024-01-09T06:00:00+00:00,SKU_0005,STORE_003,True,0.9223
INV_0000274,INC_001,2024-01-09T06:00:00+00:00,SKU_0005,STORE_004,True,0.9571
INV_0000275,INC_001,2024-01-09T06:00:00+00:00,SKU_0005,STORE_005,True,0.9389
INV_0000276,INC_001,2024-01-09T06:00:00+00:00,SKU_0006,STORE_001,True,0.909
INV_0000277,INC_001,2024-01-09T06:00:00+00:00,SKU_0006,STORE_002,True,0.9318
INV_0000278,INC_001,2024-01-09T06:00:00+00:00,SKU_0006,STORE_003,True,0.971
INV_0000279,INC_001,2024-01-09T06:00:00+00:00,SKU_0006,STORE_004,False,0.893
INV_0000280,INC_001,2024-01-09T06:00:00+00:00,SKU_0006,STORE_005,True,0.9796
INV_0000281,INC_001,2024-01-09T06:00:00+00:00,SKU_0007,STORE_001,True,0.9031
INV_0000282,INC_001,2024-01-09T06:00:00+00:00,SKU_0007,STORE_002,True,0.9076
INV_0000283,INC_001,2024-01-09T06:00:00+00:00,SKU_0007,STORE_003,True,0.9385
INV_0000284,INC_001,2024-01-09T06:00:00+00:00,SKU_0007,STORE_004,True,0.9858
INV_0000285,INC_001,2024-01-09T06:00:00+00:00,SKU_0007,STORE_005,True,0.9641
