scenario_id,ts,data_quality_score,null_row_count,total_row_count,in_gap,_reason
INC_004,2024-01-10T17:00:00+00:00,0.9595,0,200,False,normal
INC_004,2024-01-10T18:00:00+00:00,0.951,0,200,False,normal
INC_004,2024-01-10T19:00:00+00:00,0.9605,0,200,False,normal
INC_004,2024-01-10T20:00:00+00:00,0.9545,0,200,False,normal
INC_004,2024-01-10T21:00:00+00:00,0.9895,0,200,False,normal
INC_004,2024-01-10T22:00:00+00:00,0.959,0,200,False,normal
INC_004,2024-01-10T23:00:00+00:00,0.97,0,200,False,normal
INC_004,2024-01-11T00:00:00+00:00,0.977,0,200,False,normal
INC_004,2024-01-11T01:00:00+00:00,0.955,0,200,False,normal
INC_004,2024-01-11T02:00:00+00:00,0.9845,0,200,False,normal
INC_004,2024-01-11T03:00:00+00:00,0.985,0,200,False,normal
INC_004,2024-01-11T04:00:00+00:00,0.9705,0,200,False,normal
INC_004,2024-01-11T05:00:00+00:00,0.9885,0,200,False,normal
INC_004,2024-01-11T06:00:00+00:00,0.958,0,200,False,normal
INC_004,2024-01-11T07:00:00+00:00,0.9885,0,200,False,normal
INC_004,2024-01-11T08:00:00+00:00,0.993,0,200,False,normal
INC_004,2024-01-11T09:00:00+00:00,0.9715,0,200,False,normal
INC_004,2024-01-11T10:00:00+00:00,0.994,0,200,False,normal
INC_004,2024-01-11T11:00:00+00:00,0.9735,0,200,False,normal
INC_004,2024-01-11T12:00:00+00:00,0.9665,0,200,False,normal
INC_004,2024-01-11T13:00:00+00:00,0.9715,0,200,False,normal
INC_004,2024-01-11T14:00:00+00:00,0.9785,0,200,False,normal
INC_004,2024-01-11T15:00:00+00:00,0.968,0,200,False,normal
INC_004,2024-01-11T16:00:00+00:00,0.964,0,200,False,normal
INC_004,2024-01-11T17:00:00+00:00,0.9855,0,200,False,normal
INC_004,2024-01-11T18:00:00+00:00,0.9505,0,200,False,normal
INC_004,2024-01-11T19:00:00+00:00,0.968,0,200,False,normal
INC_004,2024-01-11T20:00:00+00:00,0.9525,0,200,False,normal
INC_004,2024-01-11T21:00:00+00:00,0.9745,0,200,False,normal
INC_004,2024-01-11T22:00:00+00:00,0.958,0,200,False,normal
INC_004,2024-01-11T23:00:00+00:00,0.9715,0,200,False,normal
INC_004,2024-01-12T00:00:00+00:00,0.972,0,200,False,normal
INC_004,2024-01-12T01:00:00+00:00,0.988,0,200,False,normal
INC_004,2024-01-12T02:00:00+00:00,0.9585,0,200,False,normal
INC_004,2024-01-12T03:00:00+00:00,0.9805,0,200,False,normal
INC_004,2024-01-12T04:00:00+00:00,0.9805,0,200,False,normal
INC_004,2024-01-12T05:00:00+00:00,0.9955,0,200,False,normal
INC_004,2024-01-12T06:00:00+00:00,0.992,0,200,False,normal
INC_004,2024-01-12T07:00:00+00:00,0.9675,0,200,False,normal
INC_004,2024-01-12T08:00:00+00:00,0.9885,0,200,False,normal
INC_004,2024-01-12T09:00:00+00:00,0.998,0,200,False,normal
INC_004,2024-01-12T10:00:00+00:00,0.954,0,200,False,normal
INC_004,2024-01-12T11:00:00+00:00,0.9625,0,200,False,normal
INC_004,2024-01-12T12:00:00+00:00,0.9675,0,200,False,normal
INC_004,2024-01-12T13:00:00+00:00,0.9685,0,200,False,normal
INC_004,2024-01-12T14:00:00+00:00,0.9885,0,200,False,normal
INC_004,2024-01-12T15:00:00+00:00,0.9555,0,200,False,normal
INC_004,2024-01-12T16:00:00+00:00,0.988,0,200,False,normal
INC_004,2024-01-12T17:00:00+00:00,0.9865,0,200,False,normal
INC_004,2024-01-12T18:00:00+00:00,0.964,0,200,False,normal
INC_004,2024-01-12T19:00:00+00:00,0.9705,0,200,False,normal
INC_004,2024-01-12T20:00:00+00:00,0.9965,0,200,False,normal
INC_004,2024-01-12T21:00:00+00:00,0.9665,0,200,False,normal
INC_004,2024-01-12T22:00:00+00:00,0.9705,0,200,False,normal
INC_004,2024-01-12T23:00:00+00:00,0.996,0,200,False,normal
INC_004,2024-01-13T00:00:00+00:00,0.9985,0,200,False,normal
INC_004,2024-01-13T01:00:00+00:00,0.959,0,200,False,normal
INC_004,2024-01-13T02:00:00+00:00,0.9945,0,200,False,normal
INC_004,2024-01-13T03:00:00+00:00,0.9575,0,200,False,normal
INC_004,2024-01-13T04:00:00+00:00,0.954,0,200,False,normal
INC_004,2024-01-13T05:00:00+00:00,0.9565,0,200,False,normal
INC_004,2024-01-13T06:00:00+00:00,0.978,0,200,False,normal
INC_004,2024-01-13T07:00:00+00:00,0.98,0,200,False,normal
INC_004,2024-01-13T08:00:00+00:00,0.9835,0,200,False,normal
INC_004,2024-01-13T09:00:00+00:00,0.965,0,200,False,normal
INC_004,2024-01-13T10:00:00+00:00,0.9965,0,200,False,normal
INC_004,2024-01-13T11:00:00+00:00,0.9535,0,200,False,normal
INC_004,2024-01-13T12:00:00+00:00,0.9735,0,200,False,normal
INC_004,2024-01-13T13:00:00+00:00,0.971,0,200,False,normal
INC_004,2024-01-13T14:00:00+00:00,0.992,0,200,False,normal
INC_004,2024-01-13T15:00:00+00:00,0.9675,0,200,False,normal
INC_004,2024-01-13T16:00:00+00:00,0.95,0,200,False,normal
INC_004,2024-01-13T17:00:00+00:00,0.9995,0,200,False,normal
INC_004,2024-01-13T18:00:00+00:00,0.9615,0,200,False,normal
INC_004,2024-01-13T19:00:00+00:00,0.9985,0,200,False,normal
INC_004,2024-01-13T20:00:00+00:00,0.979,0,200,False,normal
INC_004,2024-01-13T21:00:00+00:00,0.9565,0,200,False,normal
INC_004,2024-01-13T22:00:00+00:00,0.9835,0,200,False,normal
INC_004,2024-01-13T23:00:00+00:00,0.979,0,200,False,normal
INC_004,2024-01-14T00:00:00+00:00,0.989,0,200,False,normal
INC_004,2024-01-14T01:00:00+00:00,0.98,0,200,False,normal
INC_004,2024-01-14T02:00:00+00:00,0.998,0,200,False,normal
INC_004,2024-01-14T03:00:00+00:00,0.9525,0,200,False,normal
INC_004,2024-01-14T04:00:00+00:00,0.9765,0,200,False,normal
INC_004,2024-01-14T05:00:00+00:00,0.9565,0,200,False,normal
INC_004,2024-01-14T06:00:00+00:00,0.991,0,200,False,normal
INC_004,2024-01-14T07:00:00+00:00,0.99,0,200,False,normal
INC_004,2024-01-14T08:00:00+00:00,0.993,0,200,False,normal
INC_004,2024-01-14T09:00:00+00:00,0.9645,0,200,False,normal
INC_004,2024-01-14T10:00:00+00:00,0.9635,0,200,False,normal
INC_004,2024-01-14T11:00:00+00:00,0.9545,0,200,False,normal
INC_004,2024-01-14T12:00:00+00:00,0.9915,0,200,False,normal
INC_004,2024-01-14T13:00:00+00:00,0.9895,0,200,False,normal
INC_004,2024-01-14T14:00:00+00:00,0.9765,0,200,False,normal
INC_004,2024-01-14T15:00:00+00:00,0.9705,0,200,False,normal
INC_004,2024-01-14T16:00:00+00:00,0.988,0,200,False,normal
INC_004,2024-01-14T17:00:00+00:00,0.9665,0,200,False,normal
INC_004,2024-01-14T18:00:00+00:00,0.9655,0,200,False,normal
INC_004,2024-01-14T19:00:00+00:00,0.951,0,200,False,normal
INC_004,2024-01-14T20:00:00+00:00,0.9575,0,200,False,normal
INC_004,2024-01-14T21:00:00+00:00,0.9925,0,200,False,normal
INC_004,2024-01-14T22:00:00+00:00,0.98,0,200,False,normal
INC_004,2024-01-14T23:00:00+00:00,0.9565,0,200,False,normal
INC_004,2024-01-15T00:00:00+00:00,0.9635,0,200,False,normal
INC_004,2024-01-15T01:00:00+00:00,0.955,0,200,False,normal
INC_004,2024-01-15T02:00:00+00:00,0.992,0,200,False,normal
INC_004,2024-01-15T03:00:00+00:00,0.9835,0,200,False,normal
INC_004,2024-01-15T04:00:00+00:00,0.9525,0,200,False,normal
INC_004,2024-01-15T05:00:00+00:00,0.9725,0,200,False,normal
INC_004,2024-01-15T06:00:00+00:00,0.983,0,200,False,normal
INC_004,2024-01-15T07:00:00+00:00,0.99,0,200,False,normal
INC_004,2024-01-15T08:00:00+00:00,0.955,0,200,False,normal
INC_004,2024-01-15T09:00:00+00:00,0.972,0,200,False,normal
INC_004,2024-01-15T10:00:00+00:00,0.9955,0,200,False,normal
INC_004,2024-01-15T11:00:00+00:00,0.0,200,200,True,ETL pipeline delay
INC_004,2024-01-15T12:00:00+00:00,0.0,200,200,True,ETL pipeline delay
INC_004,2024-01-15T13:00:00+00:00,0.0,200,200,True,ETL pipeline delay
INC_004,2024-01-15T14:00:00+00:00,0.0,200,200,True,ETL pipeline delay
INC_004,2024-01-15T15:00:00+00:00,0.997,0,200,False,normal
INC_004,2024-01-15T16:00:00+00:00,0.9615,0,200,False,normal
INC_004,2024-01-15T17:00:00+00:00,0.9795,0,200,False,normal
INC_004,2024-01-15T18:00:00+00:00,0.9775,0,200,False,normal
INC_004,2024-01-15T19:00:00+00:00,0.98,0,200,False,normal
INC_004,2024-01-15T20:00:00+00:00,0.978,0,200,False,normal
INC_004,2024-01-15T21:00:00+00:00,0.9905,0,200,False,normal
INC_004,2024-01-15T22:00:00+00:00,0.9535,0,200,False,normal
INC_004,2024-01-15T23:00:00+00:00,0.994,0,200,False,normal
INC_004,2024-01-16T00:00:00+00:00,0.9735,0,200,False,normal
INC_004,2024-01-16T01:00:00+00:00,0.963,0,200,False,normal
INC_004,2024-01-16T02:00:00+00:00,0.966,0,200,False,normal
INC_004,2024-01-16T03:00:00+00:00,0.976,0,200,False,normal
INC_004,2024-01-16T04:00:00+00:00,0.952,0,200,False,normal
INC_004,2024-01-16T05:00:00+00:00,0.9505,0,200,False,normal
INC_004,2024-01-16T06:00:00+00:00,0.995,0,200,False,normal
INC_004,2024-01-16T07:00:00+00:00,0.97,0,200,False,normal
INC_004,2024-01-16T08:00:00+00:00,0.9905,0,200,False,normal
INC_004,2024-01-16T09:00:00+00:00,0.977,0,200,False,normal
INC_004,2024-01-16T10:00:00+00:00,0.9765,0,200,False,normal
INC_004,2024-01-16T11:00:00+00:00,0.983,0,200,False,normal
INC_004,2024-01-16T12:00:00+00:00,0.9535,0,200,False,normal
INC_004,2024-01-16T13:00:00+00:00,0.9705,0,200,False,normal
INC_004,2024-01-16T14:00:00+00:00,0.994,0,200,False,normal
INC_004,2024-01-16T15:00:00+00:00,0.9985,0,200,False,normal
INC_004,2024-01-16T16:00:00+00:00,0.9945,0,200,False,normal
INC_004,2024-01-16T17:00:00+00:00,0.965,0,200,False,normal
INC_004,2024-01-16T18:00:00+00:00,0.962,0,200,False,normal
INC_004,2024-01-16T19:00:00+00:00,0.9535,0,200,False,normal
INC_004,2024-01-16T20:00:00+00:00,0.95,0,200,False,normal
INC_004,2024-01-16T21:00:00+00:00,0.9765,0,200,False,normal
INC_004,2024-01-16T22:00:00+00:00,0.9795,0,200,False,normal
INC_004,2024-01-16T23:00:00+00:00,0.9875,0,200,False,normal
